Steps_Before,Hour,Date,DOW,Is_Weekend,Abandon_Ratio,Avg_Sess_Per_Month,Is_AB
8,13,20,3,0.0,0.0,0.2,0.0
54,9,26,2,0.0,1.0,0.8,1.0
11,9,26,2,0.0,1.0,0.8,1.0
9,10,8,5,0.0,0.75,0.8,1.0
3,6,9,6,1.0,0.75,0.8,0.0
7,17,30,6,1.0,1.0,0.2,1.0
14,18,7,4,0.0,0.21,2.8,0.0
16,9,12,2,0.0,0.21,2.8,0.0
31,17,22,5,0.0,0.21,2.8,0.0
17,4,30,6,1.0,0.21,2.8,0.0
9,11,9,6,1.0,0.0,0.2,0.0
5,6,15,5,0.0,1.0,0.2,1.0
8,7,17,0,1.0,0.33,2.4,1.0
10,11,20,3,0.0,0.33,2.4,1.0
6,11,20,3,0.0,0.33,2.4,1.0
7,12,20,3,0.0,0.33,2.4,0.0
8,19,20,3,0.0,0.33,2.4,0.0
5,2,22,5,0.0,0.0,0.4,0.0
7,13,28,4,0.0,0.0,0.2,0.0
5,12,11,1,0.0,1.0,0.2,1.0
14,3,20,3,0.0,0.4,1.0,1.0
5,7,22,5,0.0,0.4,1.0,1.0
25,16,15,5,0.0,1.0,0.2,1.0
4,6,5,2,0.0,0.0,2.6,0.0
4,8,7,4,0.0,0.0,2.6,0.0
4,5,10,0,1.0,0.0,2.6,0.0
17,12,29,5,0.0,0.0,2.6,0.0
3,6,9,6,1.0,0.33,1.2,0.0
25,19,11,1,0.0,0.33,1.2,1.0
12,16,24,0,1.0,0.33,1.2,0.0
15,10,28,4,0.0,0.33,1.2,0.0
10,10,17,0,1.0,0.18,2.2,0.0
5,8,21,4,0.0,0.18,2.2,0.0
10,4,23,6,1.0,0.18,2.2,0.0
10,13,26,2,0.0,0.18,2.2,1.0
4,13,26,2,0.0,0.18,2.2,1.0
5,6,27,3,0.0,0.18,2.2,0.0
3,14,9,6,1.0,0.17,1.2,0.0
5,11,5,2,0.0,0.0,1.0,0.0
11,3,29,5,0.0,0.0,1.0,0.0
9,15,8,5,0.0,0.08,2.4,0.0
3,8,23,6,1.0,0.08,2.4,0.0
6,11,7,4,0.0,1.0,0.2,1.0
4,12,1,5,0.0,0.25,1.6,0.0
8,4,7,4,0.0,0.25,1.6,0.0
5,10,17,0,1.0,0.25,1.6,0.0
5,6,19,2,0.0,0.25,1.6,0.0
5,7,20,3,0.0,0.25,1.6,0.0
9,6,5,2,0.0,1.0,0.2,1.0
30,15,24,0,1.0,1.0,0.2,1.0
12,17,11,1,0.0,0.38,1.6,0.0
7,8,26,2,0.0,0.38,1.6,1.0
7,17,18,1,0.0,0.0,0.6,0.0
7,3,19,2,0.0,0.0,0.6,0.0
4,7,20,3,0.0,0.0,1.8,0.0
6,2,2,6,1.0,1.0,0.4,1.0
28,5,3,0,1.0,1.0,0.4,1.0
7,2,1,5,0.0,0.5,0.4,0.0
7,15,5,2,0.0,0.0,0.2,0.0
6,13,1,5,0.0,0.12,8.6,0.0
5,3,23,6,1.0,0.12,8.6,0.0
11,5,23,6,1.0,0.12,8.6,0.0
6,10,29,5,0.0,0.12,8.6,0.0
5,6,17,0,1.0,0.12,3.4,0.0
13,3,28,4,0.0,0.12,3.4,0.0
5,7,17,0,1.0,0.0,0.2,0.0
7,11,15,5,0.0,0.75,0.8,1.0
10,11,21,4,0.0,0.75,0.8,0.0
4,9,14,4,0.0,0.4,2.0,1.0
8,9,14,4,0.0,0.4,2.0,1.0
10,13,21,4,0.0,0.4,2.0,0.0
1,13,21,4,0.0,0.4,2.0,0.0
9,15,2,6,1.0,0.62,2.6,1.0
9,11,9,6,1.0,0.62,2.6,0.0
19,19,25,1,0.0,0.62,2.6,1.0
5,12,29,5,0.0,0.62,2.6,1.0
43,10,13,3,0.0,1.0,0.4,1.0
5,11,29,5,0.0,1.0,0.2,1.0
9,14,12,2,0.0,0.0,0.6,0.0
14,6,11,1,0.0,1.0,0.2,1.0
6,18,15,5,0.0,0.11,1.8,1.0
5,15,28,4,0.0,0.11,1.8,0.0
6,18,1,5,0.0,0.17,1.2,0.0
4,14,13,3,0.0,0.17,1.2,0.0
6,16,23,6,1.0,0.17,1.2,1.0
27,20,29,5,0.0,0.17,1.2,0.0
4,3,4,1,0.0,0.08,13.2,0.0
12,5,5,2,0.0,0.08,13.2,0.0
12,5,7,4,0.0,0.08,13.2,0.0
6,5,7,4,0.0,0.08,13.2,0.0
6,5,7,4,0.0,0.08,13.2,0.0
6,6,7,4,0.0,0.08,13.2,0.0
5,5,14,4,0.0,0.08,13.2,1.0
2,5,14,4,0.0,0.08,13.2,0.0
11,10,14,4,0.0,0.08,13.2,0.0
8,4,18,1,0.0,0.08,13.2,0.0
7,5,21,4,0.0,0.08,13.2,0.0
6,5,21,4,0.0,0.08,13.2,0.0
13,1,22,5,0.0,0.08,13.2,0.0
5,5,22,5,0.0,0.08,13.2,0.0
8,4,26,2,0.0,0.08,13.2,0.0
8,5,28,4,0.0,0.08,13.2,0.0
8,5,29,5,0.0,0.08,13.2,0.0
6,11,10,0,1.0,0.0,1.2,0.0
33,5,5,2,0.0,0.43,2.8,0.0
31,18,13,3,0.0,0.43,2.8,1.0
11,16,6,3,0.0,0.12,4.8,1.0
5,16,9,6,1.0,0.12,4.8,0.0
3,18,13,3,0.0,0.12,4.8,0.0
2,7,15,5,0.0,0.12,4.8,0.0
2,11,15,5,0.0,0.12,4.8,0.0
18,18,19,2,0.0,0.12,4.8,0.0
2,16,31,0,1.0,0.12,4.8,0.0
7,10,11,1,0.0,1.0,0.2,1.0
4,12,30,6,1.0,0.5,0.4,1.0
4,13,30,6,1.0,0.5,0.4,0.0
7,17,22,5,0.0,0.18,2.2,0.0
26,4,29,5,0.0,0.18,2.2,1.0
15,4,29,5,0.0,0.18,2.2,1.0
6,4,29,5,0.0,0.18,2.2,0.0
5,15,31,0,1.0,0.18,2.2,0.0
14,16,11,1,0.0,0.0,0.4,0.0
3,12,12,2,0.0,0.0,0.4,0.0
4,6,13,3,0.0,0.0,2.0,0.0
2,8,20,3,0.0,0.0,2.0,0.0
10,11,28,4,0.0,0.0,2.0,0.0
19,17,17,0,1.0,0.25,0.8,1.0
14,18,2,6,1.0,0.33,0.6,0.0
7,18,6,3,0.0,0.33,0.6,1.0
4,6,20,3,0.0,1.0,0.4,1.0
2,15,7,4,0.0,0.0,0.2,0.0
11,11,2,6,1.0,0.29,1.4,0.0
5,14,6,3,0.0,0.0,0.2,0.0
10,11,20,3,0.0,1.0,0.2,1.0
4,4,11,1,0.0,0.17,1.2,1.0
3,12,11,1,0.0,0.17,1.2,0.0
5,19,26,2,0.0,0.0,0.2,0.0
6,16,9,6,1.0,0.0,0.2,0.0
27,12,5,2,0.0,0.2,1.0,0.0
4,10,18,1,0.0,0.2,1.0,0.0
35,17,8,5,0.0,0.0,1.0,0.0
5,6,2,2,0.0,0.33,1.8,0.0
9,3,7,0,1.0,0.33,1.8,1.0
11,17,26,5,0.0,0.33,1.8,1.0
5,18,26,5,0.0,0.33,1.8,0.0
12,7,3,3,0.0,0.63,3.8,1.0
12,1,4,4,0.0,0.63,3.8,0.0
10,6,6,6,1.0,0.63,3.8,1.0
4,6,6,6,1.0,0.63,3.8,1.0
3,6,6,6,1.0,0.63,3.8,1.0
5,6,6,6,1.0,0.63,3.8,1.0
5,7,6,6,1.0,0.63,3.8,1.0
5,8,6,6,1.0,0.63,3.8,0.0
33,10,28,0,1.0,0.63,3.8,1.0
5,4,2,2,0.0,0.33,3.0,0.0
5,6,2,2,0.0,0.33,3.0,0.0
7,6,3,3,0.0,0.33,3.0,1.0
5,10,4,4,0.0,0.33,3.0,0.0
8,14,10,3,0.0,0.33,3.0,1.0
5,14,20,6,1.0,0.33,3.0,0.0
12,7,22,1,0.0,0.33,3.0,0.0
7,13,6,6,1.0,0.73,2.2,1.0
6,14,6,6,1.0,0.73,2.2,0.0
5,7,17,3,0.0,0.33,0.6,1.0
10,8,17,3,0.0,0.33,0.6,0.0
17,6,23,2,0.0,0.33,0.6,0.0
6,10,30,2,0.0,1.0,0.4,1.0
4,12,23,2,0.0,1.0,1.2,1.0
4,13,23,2,0.0,1.0,1.2,1.0
27,11,26,5,0.0,1.0,1.2,1.0
8,11,26,5,0.0,1.0,1.2,1.0
27,3,4,4,0.0,0.0,0.6,0.0
14,18,19,5,0.0,1.0,0.2,1.0
18,17,10,3,0.0,1.0,0.2,1.0
15,4,3,3,0.0,0.35,4.6,1.0
10,5,3,3,0.0,0.35,4.6,0.0
6,7,7,0,1.0,1.0,0.4,1.0
4,12,19,5,0.0,1.0,0.4,1.0
8,4,1,1,0.0,0.71,1.4,1.0
8,7,27,6,1.0,0.71,1.4,1.0
6,15,31,3,0.0,0.71,1.4,1.0
40,8,2,2,0.0,0.12,1.6,1.0
10,16,4,4,0.0,0.12,1.6,0.0
10,8,17,3,0.0,0.12,1.6,0.0
5,13,2,2,0.0,0.65,4.0,1.0
11,8,3,3,0.0,0.65,4.0,0.0
11,11,5,5,0.0,0.65,4.0,0.0
7,7,25,4,0.0,0.65,4.0,1.0
7,12,25,4,0.0,0.65,4.0,0.0
30,13,26,5,0.0,0.65,4.0,1.0
5,15,26,5,0.0,0.65,4.0,1.0
7,17,28,0,1.0,0.65,4.0,0.0
20,5,22,1,0.0,0.5,0.4,0.0
7,5,11,4,0.0,1.0,0.4,1.0
19,7,4,4,0.0,1.0,1.8,1.0
12,6,4,4,0.0,0.0,1.0,0.0
7,8,4,4,0.0,0.0,1.0,0.0
8,4,8,1,0.0,0.0,1.0,0.0
17,4,30,2,0.0,0.0,0.2,0.0
5,4,2,2,0.0,0.29,8.4,0.0
6,7,11,4,0.0,0.29,8.4,0.0
8,8,11,4,0.0,0.29,8.4,0.0
9,9,11,4,0.0,0.29,8.4,0.0
7,10,19,5,0.0,0.29,8.4,0.0
23,12,31,3,0.0,0.3,2.0,0.0
7,13,31,3,0.0,0.3,2.0,0.0
11,8,6,6,1.0,0.27,3.0,1.0
5,9,6,6,1.0,0.27,3.0,1.0
14,4,12,5,0.0,0.27,3.0,0.0
15,10,22,1,0.0,0.27,3.0,1.0
8,16,22,1,0.0,0.27,3.0,1.0
6,2,6,6,1.0,0.5,2.8,0.0
9,15,9,2,0.0,1.0,0.2,1.0
12,5,9,2,0.0,0.43,1.4,0.0
31,10,13,6,1.0,1.0,0.4,1.0
12,6,20,6,1.0,1.0,0.4,1.0
17,5,1,1,0.0,0.31,2.6,0.0
7,5,1,1,0.0,0.31,2.6,0.0
10,21,25,4,0.0,0.33,0.6,1.0
6,16,4,4,0.0,0.4,2.0,1.0
6,5,5,5,0.0,0.4,2.0,0.0
31,12,31,3,0.0,0.4,2.0,0.0
4,10,1,1,0.0,0.14,2.8,0.0
5,10,12,5,0.0,0.14,2.8,0.0
5,8,15,1,0.0,0.14,2.8,0.0
10,4,23,2,0.0,0.14,2.8,0.0
6,12,1,1,0.0,0.09,8.8,0.0
8,17,16,2,0.0,0.09,8.8,1.0
6,13,23,2,0.0,0.09,8.8,0.0
10,9,27,6,1.0,0.09,8.8,0.0
8,10,28,0,1.0,0.09,8.8,0.0
6,11,28,0,1.0,0.09,8.8,0.0
7,12,28,0,1.0,0.09,8.8,0.0
9,6,31,3,0.0,0.09,8.8,0.0
6,17,15,1,0.0,0.1,2.0,0.0
16,3,22,1,0.0,0.1,2.0,0.0
10,13,3,3,0.0,0.05,4.4,0.0
32,5,8,1,0.0,0.05,4.4,0.0
22,3,10,3,0.0,0.05,4.4,0.0
7,6,17,3,0.0,0.05,4.4,0.0
17,4,30,2,0.0,0.05,4.4,0.0
5,4,3,3,0.0,1.0,0.4,1.0
7,9,15,1,0.0,0.11,1.8,0.0
8,10,31,3,0.0,0.11,1.8,0.0
10,7,18,4,0.0,1.0,0.2,1.0
5,18,30,2,0.0,0.5,1.2,1.0
5,5,31,3,0.0,0.5,1.2,0.0
27,12,24,3,0.0,1.0,0.2,1.0
20,3,11,4,0.0,1.0,0.2,1.0
12,4,18,4,0.0,0.86,2.8,1.0
7,17,31,3,0.0,0.86,2.8,1.0
15,2,18,4,0.0,0.25,3.2,0.0
19,8,29,1,0.0,0.25,3.2,0.0
30,8,30,2,0.0,0.25,3.2,0.0
11,6,25,4,0.0,0.67,1.2,0.0
7,13,25,4,0.0,0.67,1.2,1.0
16,3,26,5,0.0,0.67,1.2,1.0
7,4,26,5,0.0,0.67,1.2,1.0
10,6,27,6,1.0,0.67,1.2,1.0
8,6,27,6,1.0,0.67,1.2,0.0
6,15,9,2,0.0,0.43,1.4,1.0
11,6,24,3,0.0,0.43,1.4,0.0
5,6,24,3,0.0,0.43,1.4,0.0
16,11,24,3,0.0,0.43,1.4,1.0
11,12,24,3,0.0,0.43,1.4,0.0
5,14,24,3,0.0,0.43,1.4,0.0
6,2,19,5,0.0,0.2,1.0,0.0
6,20,6,6,1.0,1.0,0.8,1.0
10,11,15,1,0.0,0.46,2.6,1.0
5,12,17,3,0.0,0.46,2.6,0.0
6,12,3,3,0.0,0.12,3.2,1.0
21,16,31,3,0.0,0.12,3.2,0.0
12,3,27,6,1.0,0.0,0.4,0.0
14,19,31,3,0.0,0.0,0.4,0.0
11,13,4,4,0.0,1.0,0.2,1.0
34,11,11,4,0.0,1.0,0.4,1.0
9,12,3,3,0.0,0.0,5.2,0.0
14,13,3,3,0.0,0.0,5.2,0.0
8,13,3,3,0.0,0.0,5.2,0.0
8,14,3,3,0.0,0.0,5.2,0.0
9,5,10,3,0.0,0.0,5.2,0.0
9,13,10,3,0.0,0.0,5.2,0.0
9,13,10,3,0.0,0.0,5.2,0.0
14,3,11,4,0.0,0.0,5.2,0.0
13,4,18,4,0.0,0.0,5.2,0.0
15,12,19,5,0.0,0.0,5.2,0.0
11,9,31,3,0.0,0.0,5.2,0.0
5,7,1,1,0.0,0.12,1.6,0.0
5,5,10,3,0.0,0.12,1.6,0.0
5,11,22,1,0.0,0.12,1.6,0.0
6,10,1,1,0.0,0.4,1.0,0.0
5,4,19,5,0.0,0.4,1.0,0.0
20,15,10,3,0.0,0.11,1.8,0.0
6,1,1,1,0.0,0.0,1.8,0.0
5,2,1,1,0.0,0.0,1.8,0.0
5,17,23,2,0.0,0.17,1.2,0.0
5,7,8,1,0.0,0.2,3.0,0.0
5,2,19,5,0.0,0.2,3.0,0.0
5,11,22,1,0.0,0.2,3.0,0.0
14,7,23,2,0.0,0.2,3.0,1.0
5,8,30,2,0.0,0.2,3.0,0.0
8,11,27,6,1.0,0.25,2.4,1.0
7,12,27,6,1.0,0.25,2.4,0.0
11,13,30,2,0.0,0.25,2.4,0.0
21,5,18,4,0.0,1.0,0.2,1.0
5,13,1,1,0.0,0.11,3.8,0.0
7,17,4,4,0.0,0.11,3.8,0.0
7,12,14,0,1.0,0.11,3.8,0.0
6,10,22,1,0.0,0.11,3.8,0.0
7,12,29,1,0.0,0.11,3.8,0.0
5,5,4,4,0.0,0.03,6.2,0.0
7,10,5,5,0.0,0.03,6.2,0.0
7,6,6,6,1.0,0.03,6.2,0.0
7,11,10,3,0.0,0.03,6.2,0.0
5,12,11,4,0.0,0.03,6.2,0.0
6,8,12,5,0.0,0.03,6.2,1.0
6,10,15,1,0.0,0.03,6.2,0.0
5,5,29,1,0.0,0.03,6.2,0.0
4,6,31,3,0.0,0.03,6.2,0.0
23,14,7,0,1.0,1.0,0.2,1.0
6,15,5,5,0.0,0.67,0.6,0.0
5,12,4,4,0.0,1.0,2.0,1.0
5,11,17,3,0.0,1.0,2.0,1.0
5,8,30,2,0.0,1.0,2.0,1.0
4,3,8,1,0.0,0.25,2.4,0.0
14,14,18,4,0.0,0.25,2.4,1.0
9,10,29,1,0.0,0.25,2.4,0.0
5,8,3,3,0.0,1.0,1.6,1.0
8,6,21,0,1.0,0.0,1.0,0.0
4,7,21,0,1.0,0.0,1.0,0.0
3,9,21,0,1.0,0.0,1.0,0.0
9,14,31,3,0.0,1.0,0.2,1.0
37,6,2,2,0.0,0.17,1.2,1.0
6,11,2,2,0.0,0.17,1.2,0.0
11,8,8,1,0.0,0.24,5.8,0.0
36,8,8,1,0.0,0.24,5.8,0.0
5,8,17,3,0.0,0.24,5.8,0.0
5,10,17,3,0.0,0.24,5.8,0.0
6,10,17,3,0.0,0.24,5.8,0.0
12,3,20,6,1.0,0.24,5.8,1.0
21,3,24,3,0.0,0.08,2.4,0.0
5,6,26,5,0.0,0.08,2.4,0.0
5,8,27,6,1.0,0.08,2.4,0.0
29,7,11,4,0.0,0.0,0.8,0.0
14,10,15,1,0.0,0.0,0.8,0.0
7,16,11,4,0.0,0.0,0.2,0.0
7,4,9,2,0.0,0.36,4.4,0.0
5,15,24,3,0.0,1.0,0.2,1.0
12,4,6,6,1.0,0.0,1.6,0.0
5,4,20,6,1.0,0.0,1.6,0.0
5,4,13,6,1.0,0.38,1.6,1.0
9,5,13,6,1.0,0.38,1.6,0.0
21,10,15,1,0.0,0.38,1.6,1.0
5,12,15,1,0.0,0.38,1.6,0.0
5,15,15,1,0.0,0.38,1.6,0.0
14,15,15,1,0.0,0.0,2.4,0.0
17,16,20,6,1.0,0.0,2.4,0.0
10,14,25,4,0.0,0.0,2.4,0.0
10,14,31,3,0.0,0.0,2.4,0.0
8,5,3,3,0.0,0.09,4.6,0.0
5,9,22,1,0.0,0.09,4.6,0.0
13,10,29,1,0.0,0.09,4.6,0.0
6,8,30,2,0.0,0.09,4.6,0.0
4,12,3,3,0.0,1.0,0.8,1.0
6,12,5,5,0.0,1.0,0.8,1.0
16,9,22,1,0.0,0.2,1.0,0.0
9,14,4,4,0.0,0.27,5.2,0.0
21,22,16,2,0.0,0.27,5.2,0.0
7,1,13,6,1.0,0.67,0.6,1.0
5,13,3,3,0.0,0.33,1.2,1.0
5,16,5,5,0.0,0.33,1.2,1.0
8,4,28,0,1.0,1.0,0.2,1.0
7,5,2,2,0.0,0.0,0.8,0.0
7,3,6,6,1.0,0.0,0.8,0.0
13,17,3,3,0.0,0.2,1.0,1.0
17,1,4,4,0.0,0.2,1.0,0.0
4,7,6,6,1.0,0.19,3.2,0.0
4,15,27,6,1.0,0.19,3.2,0.0
4,5,28,0,1.0,0.19,3.2,0.0
4,6,28,0,1.0,0.19,3.2,0.0
8,9,27,6,1.0,0.25,0.8,1.0
6,10,27,6,1.0,0.25,0.8,0.0
5,3,3,3,0.0,0.29,1.4,0.0
5,7,5,5,0.0,0.0,0.2,0.0
8,6,4,4,0.0,0.8,1.0,1.0
15,19,31,3,0.0,0.8,1.0,1.0
6,10,2,2,0.0,0.14,1.4,0.0
6,10,4,4,0.0,0.14,1.4,0.0
6,13,11,4,0.0,0.14,1.4,0.0
6,6,28,0,1.0,0.14,1.4,1.0
6,11,30,2,0.0,0.14,1.4,0.0
5,12,3,3,0.0,0.21,5.6,0.0
4,13,3,3,0.0,0.21,5.6,0.0
5,13,6,6,1.0,0.21,5.6,0.0
10,16,6,6,1.0,0.21,5.6,0.0
5,9,12,5,0.0,0.21,5.6,0.0
9,9,12,5,0.0,0.21,5.6,0.0
5,8,15,1,0.0,0.21,5.6,0.0
11,9,3,3,0.0,0.14,5.8,0.0
18,11,4,4,0.0,0.14,5.8,0.0
1,11,4,4,0.0,0.14,5.8,1.0
15,8,10,3,0.0,0.14,5.8,0.0
10,11,10,3,0.0,0.14,5.8,0.0
9,13,17,3,0.0,0.14,5.8,0.0
4,7,22,1,0.0,0.14,5.8,0.0
10,14,22,1,0.0,0.14,5.8,0.0
11,10,24,3,0.0,0.14,5.8,0.0
6,8,25,4,0.0,0.14,5.8,0.0
5,8,31,3,0.0,0.14,5.8,0.0
13,7,20,6,1.0,0.2,1.0,0.0
21,10,29,1,0.0,0.2,1.0,1.0
14,13,1,1,0.0,0.43,4.2,1.0
13,5,5,5,0.0,0.43,4.2,0.0
5,11,7,0,1.0,0.43,4.2,0.0
10,7,13,6,1.0,0.2,1.0,0.0
36,4,2,2,0.0,0.07,2.8,0.0
14,6,10,3,0.0,0.07,2.8,0.0
5,3,23,2,0.0,0.07,2.8,0.0
5,6,16,2,0.0,0.1,2.0,0.0
5,1,26,5,0.0,0.1,2.0,0.0
6,16,29,1,0.0,0.1,2.0,1.0
5,13,30,2,0.0,0.1,2.0,0.0
24,6,9,2,0.0,1.0,0.6,1.0
5,12,10,3,0.0,1.0,0.6,1.0
13,16,12,5,0.0,1.0,0.6,1.0
10,7,1,1,0.0,0.15,5.4,0.0
5,4,5,5,0.0,0.15,5.4,0.0
5,10,5,5,0.0,0.15,5.4,1.0
4,11,5,5,0.0,0.15,5.4,0.0
5,12,13,6,1.0,0.15,5.4,0.0
10,13,13,6,1.0,0.15,5.4,0.0
5,21,17,3,0.0,0.15,5.4,0.0
5,10,20,6,1.0,0.15,5.4,0.0
5,4,23,2,0.0,0.15,5.4,0.0
10,3,27,6,1.0,0.15,5.4,0.0
5,11,30,2,0.0,0.15,5.4,0.0
5,1,10,3,0.0,0.11,1.8,0.0
6,3,11,4,0.0,0.11,1.8,0.0
5,13,16,2,0.0,0.11,1.8,0.0
5,17,19,5,0.0,0.11,1.8,0.0
5,12,26,5,0.0,0.11,1.8,0.0
6,5,27,6,1.0,0.11,1.8,0.0
6,9,30,2,0.0,0.11,1.8,0.0
5,12,1,1,0.0,0.43,1.4,0.0
4,5,2,2,0.0,0.43,1.4,0.0
8,14,2,2,0.0,0.45,4.4,1.0
12,14,9,2,0.0,0.45,4.4,1.0
8,15,9,2,0.0,0.45,4.4,1.0
6,16,9,2,0.0,0.45,4.4,0.0
16,6,12,5,0.0,0.45,4.4,1.0
8,14,12,5,0.0,0.45,4.4,1.0
6,4,13,6,1.0,0.45,4.4,0.0
8,18,31,3,0.0,0.45,4.4,0.0
12,18,31,3,0.0,0.45,4.4,1.0
7,14,26,5,0.0,0.33,1.2,1.0
7,16,26,5,0.0,0.33,1.2,0.0
4,10,31,3,0.0,0.33,1.2,1.0
5,12,31,3,0.0,0.33,1.2,0.0
