Steps_Before,Hour,Date,DOW,Is_Weekend,Abandon_Ratio,Avg_Sess_Per_Month,Is_AB
5,14,31,3,0.0,0.33,1.2,0.0
10,15,23,2,0.0,0.5,0.4,1.0
7,8,30,2,0.0,0.5,0.4,1.0
4,15,22,1,0.0,0.33,0.6,0.0
20,14,31,3,0.0,0.33,0.6,1.0
9,15,31,3,0.0,0.33,0.6,0.0
37,2,5,5,0.0,1.0,0.4,1.0
5,0,6,6,1.0,1.0,0.4,1.0
15,13,13,6,1.0,0.18,2.2,0.0
6,6,14,0,1.0,0.18,2.2,0.0
10,9,30,2,0.0,0.18,2.2,0.0
6,7,13,6,1.0,0.67,0.6,0.0
4,7,15,1,0.0,0.67,0.6,1.0
11,14,15,1,0.0,0.67,0.6,1.0
4,3,30,2,0.0,0.5,0.4,1.0
5,9,1,1,0.0,0.25,4.8,0.0
0,9,1,1,0.0,0.25,4.8,0.0
5,10,1,1,0.0,0.25,4.8,0.0
4,5,2,2,0.0,0.25,4.8,0.0
9,11,4,4,0.0,0.25,4.8,0.0
4,12,18,4,0.0,0.25,4.8,0.0
4,7,20,6,1.0,0.25,4.8,1.0
11,3,3,3,0.0,0.12,9.6,0.0
5,5,3,3,0.0,0.12,9.6,0.0
5,14,14,0,1.0,0.12,9.6,0.0
7,7,15,1,0.0,0.12,9.6,1.0
6,12,15,1,0.0,0.12,9.6,0.0
7,11,21,0,1.0,0.12,9.6,0.0
7,4,25,4,0.0,0.12,9.6,0.0
5,6,28,0,1.0,0.12,9.6,0.0
4,17,30,2,0.0,0.12,9.6,0.0
24,15,5,5,0.0,1.0,0.2,1.0
13,14,21,0,1.0,0.21,2.8,1.0
11,17,28,0,1.0,0.21,2.8,0.0
7,15,30,2,0.0,0.21,2.8,1.0
4,15,30,2,0.0,0.21,2.8,0.0
2,14,28,0,1.0,0.0,0.2,0.0
11,8,8,1,0.0,1.0,0.2,1.0
8,16,4,4,0.0,0.33,2.4,0.0
8,10,15,1,0.0,0.33,2.4,0.0
8,14,21,0,1.0,0.33,2.4,0.0
11,11,2,2,0.0,0.33,1.8,0.0
1,12,2,2,0.0,0.33,1.8,0.0
3,15,2,2,0.0,0.33,1.8,0.0
11,19,8,1,0.0,0.33,1.8,1.0
3,4,9,2,0.0,0.33,1.8,0.0
3,3,13,6,1.0,0.33,1.8,1.0
6,2,3,3,0.0,1.0,0.2,1.0
5,14,30,2,0.0,0.4,1.0,0.0
7,14,31,3,0.0,0.4,1.0,0.0
9,3,20,6,1.0,0.4,2.0,0.0
15,14,25,4,0.0,1.0,0.4,1.0
8,1,26,5,0.0,1.0,0.4,1.0
7,13,1,1,0.0,0.25,0.8,1.0
20,10,2,2,0.0,0.25,0.8,0.0
5,16,5,5,0.0,0.25,0.8,0.0
5,4,9,2,0.0,0.0,2.6,0.0
4,4,1,1,0.0,0.33,1.2,0.0
6,6,20,6,1.0,0.18,2.2,0.0
10,8,18,4,0.0,0.71,1.4,1.0
6,5,7,0,1.0,0.0,1.0,0.0
5,13,31,3,0.0,0.0,1.0,0.0
10,8,11,4,0.0,0.08,2.4,1.0
4,9,11,4,0.0,0.08,2.4,0.0
5,13,22,1,0.0,0.08,2.4,0.0
7,15,5,5,0.0,1.0,0.2,1.0
7,15,31,3,0.0,0.25,1.6,1.0
5,16,31,3,0.0,0.25,1.6,1.0
8,15,31,3,0.0,0.38,1.6,1.0
7,9,3,3,0.0,0.0,1.8,0.0
10,14,7,0,1.0,0.0,1.8,0.0
7,17,9,2,0.0,0.0,1.8,0.0
7,10,11,4,0.0,0.0,1.8,0.0
11,21,12,5,0.0,1.0,0.2,1.0
4,8,10,3,0.0,0.12,8.6,0.0
5,16,10,3,0.0,0.12,8.6,0.0
5,14,11,4,0.0,0.12,8.6,0.0
32,12,8,1,0.0,1.0,0.2,1.0
8,15,16,2,0.0,0.12,3.4,0.0
5,4,18,4,0.0,0.12,3.4,1.0
5,7,18,4,0.0,0.12,3.4,0.0
6,12,31,3,0.0,1.0,0.2,1.0
3,6,4,4,0.0,0.4,2.0,0.0
3,7,4,4,0.0,0.4,2.0,0.0
45,6,5,5,0.0,0.4,2.0,1.0
2,6,5,5,0.0,0.4,2.0,0.0
14,10,5,5,0.0,0.4,2.0,1.0
12,10,2,2,0.0,0.0,0.6,0.0
10,16,8,1,0.0,0.0,0.6,0.0
10,10,2,2,0.0,0.11,1.8,0.0
10,5,17,3,0.0,0.11,1.8,0.0
21,14,31,3,0.0,0.11,1.8,0.0
7,14,24,3,0.0,0.17,1.2,0.0
5,7,1,1,0.0,0.08,13.2,0.0
7,5,3,3,0.0,0.08,13.2,0.0
7,5,3,3,0.0,0.08,13.2,0.0
7,6,3,3,0.0,0.08,13.2,0.0
34,1,5,5,0.0,0.08,13.2,0.0
17,4,5,5,0.0,0.08,13.2,0.0
11,10,5,5,0.0,0.08,13.2,0.0
5,5,6,6,1.0,0.08,13.2,0.0
8,5,8,1,0.0,0.08,13.2,0.0
6,5,8,1,0.0,0.08,13.2,0.0
8,6,9,2,0.0,0.08,13.2,0.0
13,5,10,3,0.0,0.08,13.2,0.0
5,5,12,5,0.0,0.08,13.2,0.0
11,8,12,5,0.0,0.08,13.2,0.0
11,10,12,5,0.0,0.08,13.2,1.0
8,10,15,1,0.0,0.08,13.2,0.0
10,8,16,2,0.0,0.08,13.2,0.0
10,4,17,3,0.0,0.08,13.2,0.0
7,5,18,4,0.0,0.08,13.2,0.0
10,4,22,1,0.0,0.08,13.2,0.0
7,4,24,3,0.0,0.08,13.2,0.0
5,4,25,4,0.0,0.08,13.2,0.0
24,13,29,1,0.0,0.08,13.2,0.0
33,8,30,2,0.0,0.08,13.2,0.0
6,13,6,6,1.0,0.0,1.2,0.0
9,2,31,3,0.0,0.0,1.2,0.0
4,18,2,2,0.0,0.0,0.6,0.0
20,15,21,0,1.0,0.0,0.6,0.0
4,7,25,4,0.0,0.0,0.6,0.0
25,16,8,1,0.0,0.43,2.8,1.0
12,12,10,3,0.0,0.43,2.8,1.0
22,17,10,3,0.0,0.43,2.8,1.0
6,18,10,3,0.0,0.43,2.8,0.0
5,3,11,4,0.0,0.43,2.8,0.0
24,4,12,5,0.0,0.43,2.8,0.0
5,18,12,5,0.0,0.43,2.8,0.0
12,11,15,1,0.0,0.43,2.8,0.0
10,14,25,4,0.0,0.43,2.8,1.0
5,9,26,5,0.0,0.43,2.8,0.0
6,3,30,2,0.0,0.43,2.8,1.0
5,15,10,3,0.0,0.32,3.8,1.0
6,12,11,4,0.0,0.32,3.8,1.0
5,15,20,6,1.0,0.32,3.8,1.0
4,16,20,6,1.0,0.32,3.8,0.0
8,8,22,1,0.0,0.32,3.8,0.0
6,12,25,4,0.0,0.32,3.8,0.0
5,12,26,5,0.0,0.32,3.8,0.0
11,7,27,6,1.0,0.32,3.8,0.0
4,7,27,6,1.0,0.32,3.8,0.0
5,8,27,6,1.0,0.32,3.8,0.0
5,8,27,6,1.0,0.32,3.8,0.0
5,3,28,0,1.0,0.32,3.8,0.0
6,11,30,2,0.0,0.32,3.8,0.0
5,13,30,2,0.0,0.32,3.8,0.0
2,8,3,3,0.0,0.12,4.8,0.0
2,13,8,1,0.0,0.12,4.8,0.0
2,18,17,3,0.0,0.12,4.8,0.0
2,9,19,5,0.0,0.12,4.8,0.0
6,17,25,4,0.0,0.12,4.8,0.0
4,12,5,5,0.0,0.25,0.8,1.0
9,14,31,3,0.0,1.0,0.8,1.0
8,8,8,1,0.0,0.0,0.2,0.0
5,4,2,2,0.0,0.18,2.2,0.0
5,13,29,1,0.0,1.0,0.2,1.0
13,13,2,2,0.0,0.0,2.0,0.0
13,17,7,0,1.0,0.25,0.8,0.0
5,6,21,0,1.0,0.25,0.8,0.0
8,12,1,1,0.0,0.29,1.4,0.0
15,13,31,3,0.0,0.29,1.4,1.0
6,2,4,4,0.0,0.17,1.2,0.0
26,17,19,5,0.0,1.0,0.8,1.0
7,2,20,6,1.0,1.0,0.8,1.0
11,5,12,5,0.0,0.33,1.8,1.0
2,6,12,5,0.0,0.33,1.8,1.0
6,23,12,5,0.0,0.2,1.0,1.0
11,14,25,4,0.0,1.0,1.2,1.0
5,3,28,0,1.0,1.0,1.2,1.0
6,9,28,0,1.0,1.0,1.2,1.0
5,10,25,4,0.0,0.2,1.0,1.0
5,6,27,6,1.0,0.2,1.0,0.0
5,10,31,3,0.0,0.0,1.0,0.0
18,2,9,5,0.0,0.29,1.4,1.0
5,3,9,5,0.0,0.29,1.4,0.0
27,17,14,3,0.0,0.5,0.4,1.0
5,10,17,6,1.0,0.5,0.4,0.0
28,11,27,2,0.0,1.0,0.2,1.0
8,13,27,2,0.0,1.0,0.4,1.0
4,17,1,4,0.0,1.0,0.8,1.0
13,17,1,4,0.0,1.0,0.8,1.0
18,9,23,5,0.0,1.0,0.8,1.0
11,7,3,6,1.0,0.35,4.6,0.0
8,12,13,2,0.0,1.0,0.2,1.0
14,12,10,6,1.0,0.5,0.4,1.0
6,15,12,1,0.0,0.5,0.4,0.0
5,12,9,5,0.0,1.0,0.2,1.0
5,15,1,4,0.0,0.71,1.4,1.0
0,15,1,4,0.0,0.71,1.4,1.0
10,17,1,4,0.0,0.71,1.4,0.0
6,8,5,1,0.0,0.12,1.6,0.0
3,5,10,6,1.0,0.12,1.6,0.0
6,5,25,0,1.0,0.12,1.6,0.0
6,9,15,4,0.0,0.0,0.4,0.0
12,6,19,1,0.0,0.0,0.4,0.0
7,15,2,5,0.0,0.65,4.0,1.0
5,16,2,5,0.0,0.65,4.0,1.0
7,16,2,5,0.0,0.65,4.0,1.0
7,16,2,5,0.0,0.65,4.0,1.0
7,17,2,5,0.0,0.65,4.0,1.0
3,4,3,6,1.0,0.65,4.0,1.0
7,1,4,0,1.0,0.65,4.0,1.0
8,14,5,1,0.0,0.65,4.0,0.0
5,4,1,4,0.0,0.1,2.0,0.0
5,9,17,6,1.0,0.1,2.0,0.0
5,2,19,1,0.0,0.1,2.0,0.0
5,3,21,3,0.0,0.1,2.0,0.0
5,4,27,2,0.0,0.1,2.0,0.0
15,15,23,5,0.0,0.43,1.4,1.0
9,15,14,3,0.0,0.33,0.6,0.0
6,15,15,4,0.0,1.0,1.8,1.0
17,7,22,4,0.0,1.0,1.8,1.0
4,7,22,4,0.0,1.0,1.8,1.0
8,6,23,5,0.0,1.0,1.8,1.0
6,4,9,5,0.0,0.29,8.4,0.0
6,2,12,1,0.0,0.29,8.4,1.0
5,7,12,1,0.0,0.29,8.4,0.0
5,9,12,1,0.0,0.29,8.4,0.0
5,10,12,1,0.0,0.29,8.4,0.0
6,1,13,2,0.0,0.29,8.4,0.0
5,7,13,2,0.0,0.29,8.4,0.0
5,11,13,2,0.0,0.29,8.4,0.0
6,5,17,6,1.0,0.29,8.4,1.0
6,7,17,6,1.0,0.29,8.4,0.0
6,16,19,1,0.0,0.29,8.4,1.0
6,13,20,2,0.0,0.29,8.4,1.0
6,8,28,3,0.0,0.29,8.4,1.0
4,16,28,3,0.0,0.29,8.4,0.0
7,17,28,3,0.0,0.29,8.4,0.0
5,6,2,5,0.0,0.27,3.0,0.0
7,8,27,2,0.0,0.27,3.0,0.0
5,8,27,2,0.0,0.27,3.0,0.0
12,5,5,1,0.0,0.5,2.8,1.0
9,5,5,1,0.0,0.5,2.8,1.0
12,6,5,1,0.0,0.5,2.8,0.0
13,7,5,1,0.0,0.5,2.8,1.0
9,5,12,1,0.0,0.5,2.8,0.0
9,5,27,2,0.0,0.5,2.8,1.0
6,16,27,2,0.0,0.5,2.8,0.0
10,6,16,5,0.0,0.0,0.6,0.0
28,15,2,5,0.0,1.0,0.2,1.0
5,16,12,1,0.0,1.0,2.8,1.0
15,15,13,2,0.0,1.0,2.8,1.0
15,12,14,3,0.0,1.0,2.8,1.0
5,4,15,4,0.0,1.0,2.8,1.0
7,4,17,6,1.0,1.0,2.8,1.0
8,7,20,2,0.0,1.0,2.8,1.0
23,4,23,5,0.0,1.0,2.8,1.0
6,9,28,3,0.0,1.0,2.8,1.0
7,9,28,3,0.0,1.0,2.8,1.0
6,10,28,3,0.0,1.0,2.8,1.0
3,10,28,3,0.0,1.0,2.8,1.0
16,7,2,5,0.0,0.43,1.4,0.0
6,22,7,3,0.0,0.33,0.6,0.0
15,1,7,3,0.0,0.4,2.0,0.0
5,4,16,5,0.0,0.4,2.0,1.0
5,14,3,6,1.0,0.29,2.8,0.0
5,9,6,2,0.0,0.29,2.8,0.0
10,9,6,2,0.0,0.29,2.8,1.0
3,11,6,2,0.0,0.29,2.8,0.0
17,11,6,2,0.0,0.29,2.8,0.0
6,18,9,5,0.0,0.29,2.8,0.0
7,2,25,0,1.0,0.29,2.8,1.0
12,17,25,0,1.0,0.29,2.8,0.0
6,3,7,3,0.0,0.14,2.8,0.0
6,16,16,5,0.0,0.14,2.8,0.0
26,2,23,5,0.0,0.14,2.8,0.0
6,10,27,2,0.0,0.14,2.8,0.0
8,12,1,4,0.0,0.09,8.8,0.0
8,19,2,5,0.0,0.09,8.8,0.0
8,14,4,0,1.0,0.09,8.8,0.0
8,2,8,4,0.0,0.09,8.8,0.0
8,13,9,5,0.0,0.09,8.8,0.0
6,14,14,3,0.0,0.09,8.8,0.0
16,5,16,5,0.0,0.09,8.8,0.0
8,17,23,5,0.0,0.09,8.8,0.0
8,11,24,6,1.0,0.09,8.8,0.0
7,8,26,1,0.0,0.09,8.8,1.0
6,12,26,1,0.0,0.09,8.8,0.0
8,6,28,3,0.0,0.09,8.8,0.0
10,17,9,5,0.0,0.0,0.6,0.0
6,18,6,2,0.0,0.1,2.0,0.0
15,4,11,0,1.0,0.1,2.0,0.0
7,11,4,0,1.0,0.05,4.4,0.0
9,5,6,2,0.0,0.05,4.4,0.0
10,9,7,3,0.0,0.05,4.4,0.0
12,13,8,4,0.0,0.05,4.4,0.0
23,14,9,5,0.0,0.05,4.4,0.0
7,15,13,2,0.0,0.05,4.4,0.0
8,4,14,3,0.0,0.05,4.4,0.0
12,2,15,4,0.0,0.05,4.4,0.0
10,4,15,4,0.0,0.05,4.4,0.0
9,2,16,5,0.0,0.05,4.4,0.0
12,5,22,4,0.0,0.05,4.4,0.0
7,6,22,4,0.0,0.05,4.4,0.0
6,3,23,5,0.0,0.05,4.4,0.0
7,6,24,6,1.0,0.05,4.4,0.0
7,13,7,3,0.0,1.0,0.4,1.0
7,8,16,5,0.0,1.0,0.4,1.0
20,4,5,1,0.0,1.0,0.4,1.0
13,4,1,4,0.0,0.11,1.8,0.0
10,15,3,6,1.0,0.11,1.8,0.0
7,13,28,3,0.0,0.11,1.8,0.0
14,0,26,1,0.0,0.5,1.6,1.0
5,9,7,3,0.0,0.5,1.2,1.0
5,12,7,3,0.0,0.5,1.2,0.0
8,6,19,1,0.0,0.5,1.2,1.0
2,7,19,1,0.0,0.5,1.2,0.0
2,16,11,0,1.0,0.8,1.0,1.0
13,17,12,1,0.0,0.8,1.0,1.0
11,16,18,0,1.0,0.8,1.0,1.0
11,1,22,4,0.0,0.8,1.0,0.0
14,6,6,2,0.0,1.0,0.2,1.0
6,15,8,4,0.0,0.33,0.6,0.0
8,14,16,5,0.0,1.0,0.2,1.0
16,8,5,1,0.0,0.0,0.2,0.0
15,18,15,4,0.0,1.0,0.2,1.0
10,17,7,3,0.0,0.25,3.2,0.0
22,15,14,3,0.0,0.25,3.2,0.0
5,16,14,3,0.0,0.25,3.2,0.0
18,12,15,4,0.0,0.25,3.2,1.0
19,16,16,5,0.0,0.25,3.2,1.0
5,4,17,6,1.0,0.25,3.2,0.0
13,3,24,6,1.0,0.25,3.2,0.0
7,10,14,3,0.0,1.0,0.2,1.0
5,20,12,1,0.0,0.43,1.4,1.0
14,8,25,0,1.0,0.2,1.0,1.0
12,4,6,2,0.0,0.16,3.8,0.0
5,12,6,2,0.0,0.16,3.8,0.0
12,9,10,6,1.0,0.16,3.8,0.0
19,4,13,2,0.0,0.16,3.8,1.0
10,11,20,2,0.0,0.16,3.8,0.0
7,11,21,3,0.0,0.16,3.8,1.0
10,12,28,3,0.0,0.16,3.8,0.0
15,11,25,0,1.0,1.0,0.2,1.0
6,8,3,6,1.0,0.46,2.6,0.0
7,15,28,3,0.0,0.6,1.0,1.0
5,15,28,3,0.0,0.6,1.0,1.0
4,15,28,3,0.0,0.6,1.0,1.0
11,23,28,3,0.0,0.6,1.0,0.0
20,19,1,4,0.0,0.12,3.2,0.0
10,17,11,0,1.0,0.12,3.2,0.0
5,7,12,1,0.0,0.12,3.2,0.0
5,14,17,6,1.0,0.12,3.2,0.0
38,11,4,0,1.0,0.29,1.4,1.0
6,12,4,0,1.0,0.29,1.4,1.0
5,10,5,1,0.0,0.29,1.4,0.0
3,6,6,2,0.0,0.29,1.4,0.0
10,3,9,5,0.0,0.0,5.2,0.0
14,2,14,3,0.0,0.0,5.2,0.0
15,4,28,3,0.0,0.0,5.2,0.0
16,5,28,3,0.0,0.0,5.2,0.0
6,6,1,4,0.0,0.12,1.6,0.0
11,6,15,4,0.0,0.12,1.6,0.0
2,17,4,0,1.0,0.44,1.8,1.0
7,17,4,0,1.0,0.44,1.8,1.0
7,7,27,2,0.0,0.44,1.8,1.0
4,17,9,5,0.0,0.11,1.8,0.0
14,17,12,1,0.0,0.11,1.8,0.0
10,5,13,2,0.0,0.11,1.8,0.0
33,11,1,4,0.0,0.0,1.8,0.0
6,13,2,5,0.0,0.0,1.8,0.0
6,12,15,4,0.0,0.0,1.8,0.0
10,8,4,0,1.0,0.17,1.2,0.0
17,14,22,4,0.0,0.17,1.2,0.0
6,22,24,6,1.0,1.0,0.2,1.0
13,1,28,3,0.0,0.2,3.0,0.0
18,6,15,4,0.0,0.17,1.2,1.0
10,6,16,5,0.0,0.17,1.2,0.0
13,10,17,6,1.0,0.17,1.2,0.0
6,5,6,2,0.0,1.0,0.2,1.0
6,18,13,2,0.0,0.25,0.8,1.0
8,11,1,4,0.0,0.25,2.4,0.0
7,12,1,4,0.0,0.25,2.4,0.0
8,17,4,0,1.0,0.25,2.4,0.0
8,6,16,5,0.0,0.25,2.4,0.0
28,15,26,1,0.0,0.25,2.4,0.0
5,1,4,0,1.0,0.0,1.2,0.0
18,5,16,5,0.0,0.0,1.2,0.0
7,8,7,3,0.0,0.11,3.8,0.0
18,9,24,6,1.0,0.11,3.8,1.0
7,13,28,3,0.0,0.11,3.8,0.0
7,11,5,1,0.0,0.03,6.2,0.0
5,11,9,5,0.0,0.03,6.2,0.0
4,4,16,5,0.0,0.03,6.2,0.0
8,8,12,1,0.0,0.0,0.8,0.0
5,4,14,3,0.0,0.0,0.8,0.0
5,9,15,4,0.0,0.0,0.8,0.0
5,14,16,5,0.0,1.0,0.2,1.0
14,9,5,1,0.0,0.3,4.0,1.0
7,7,8,4,0.0,0.3,4.0,0.0
8,6,12,1,0.0,0.3,4.0,0.0
26,7,14,3,0.0,0.3,4.0,0.0
10,4,20,2,0.0,0.3,4.0,0.0
9,15,28,3,0.0,0.3,4.0,1.0
5,16,28,3,0.0,0.3,4.0,1.0
11,19,28,3,0.0,0.3,4.0,0.0
2,13,7,3,0.0,0.25,2.4,0.0
8,4,12,1,0.0,0.25,2.4,0.0
14,12,10,6,1.0,0.0,0.2,0.0
3,2,1,4,0.0,0.0,1.0,0.0
3,16,7,3,0.0,0.0,1.0,0.0
3,7,20,2,0.0,0.0,0.2,0.0
18,20,2,5,0.0,1.0,0.2,1.0
45,4,2,5,0.0,0.24,5.8,0.0
23,4,2,5,0.0,0.24,5.8,0.0
14,11,9,5,0.0,0.24,5.8,0.0
13,6,14,3,0.0,0.24,5.8,0.0
9,6,14,3,0.0,0.24,5.8,1.0
3,6,14,3,0.0,0.24,5.8,0.0
14,15,16,5,0.0,0.24,5.8,1.0
10,8,20,2,0.0,0.24,5.8,0.0
25,5,27,2,0.0,0.24,5.8,0.0
17,11,28,3,0.0,0.24,5.8,0.0
6,17,5,1,0.0,0.08,2.4,0.0
6,7,25,0,1.0,0.08,2.4,0.0
6,13,19,1,0.0,0.0,0.8,0.0
8,13,20,2,0.0,0.0,0.8,0.0
11,3,6,2,0.0,0.0,0.6,0.0
6,15,17,6,1.0,1.0,0.2,1.0
15,9,24,6,1.0,0.67,0.6,1.0
15,6,28,3,0.0,0.67,0.6,0.0
7,13,4,0,1.0,0.36,4.4,1.0
6,14,4,0,1.0,0.36,4.4,1.0
5,14,4,0,1.0,0.36,4.4,0.0
10,13,6,2,0.0,0.36,4.4,0.0
16,6,12,1,0.0,0.36,4.4,1.0
10,10,16,5,0.0,0.36,4.4,0.0
21,10,20,2,0.0,0.36,4.4,1.0
6,11,20,2,0.0,0.36,4.4,0.0
7,14,24,6,1.0,0.36,4.4,0.0
7,7,25,0,1.0,0.75,0.8,1.0
18,7,25,0,1.0,0.75,0.8,1.0
6,6,26,1,0.0,0.75,0.8,0.0
14,5,17,6,1.0,1.0,0.4,1.0
1,5,17,6,1.0,1.0,0.4,1.0
5,4,2,5,0.0,0.0,1.6,0.0
13,10,5,1,0.0,0.38,1.6,0.0
14,18,5,1,0.0,0.0,2.4,0.0
21,0,27,2,0.0,0.0,2.4,0.0
5,9,28,3,0.0,0.0,2.4,0.0
8,7,1,4,0.0,0.09,4.6,0.0
6,5,2,5,0.0,0.09,4.6,0.0
8,6,22,4,0.0,0.09,4.6,0.0
8,6,26,1,0.0,0.09,4.6,0.0
8,7,28,3,0.0,0.09,4.6,0.0
69,20,20,2,0.0,1.0,0.2,1.0
7,5,2,5,0.0,0.27,5.2,0.0
4,5,2,5,0.0,0.27,5.2,0.0
23,23,5,1,0.0,0.27,5.2,1.0
14,0,6,2,0.0,0.27,5.2,1.0
6,0,6,2,0.0,0.27,5.2,1.0
10,0,6,2,0.0,0.27,5.2,0.0
11,23,6,2,0.0,0.27,5.2,0.0
15,0,9,5,0.0,0.27,5.2,0.0
11,23,17,6,1.0,0.27,5.2,1.0
13,23,17,6,1.0,0.27,5.2,0.0
21,2,18,0,1.0,0.27,5.2,0.0
12,14,20,2,0.0,0.27,5.2,0.0
