Steps_Before,Hour,Date,DOW,Is_Weekend,Abandon_Ratio,Avg_Sess_Per_Month,Is_AB
8,8,22,4,0.0,0.27,5.2,0.0
5,3,23,5,0.0,0.27,5.2,0.0
10,6,23,5,0.0,0.27,5.2,0.0
16,7,23,5,0.0,0.27,5.2,1.0
10,8,23,5,0.0,0.27,5.2,0.0
13,19,28,3,0.0,0.27,5.2,0.0
18,18,23,5,0.0,1.0,0.4,1.0
7,11,7,3,0.0,0.67,0.6,1.0
14,14,7,3,0.0,0.67,0.6,0.0
32,13,25,0,1.0,0.33,1.2,0.0
5,4,2,5,0.0,0.0,0.8,0.0
5,1,3,6,1.0,0.0,0.8,0.0
11,7,21,3,0.0,1.0,0.2,1.0
8,10,5,1,0.0,0.19,3.2,1.0
43,17,11,0,1.0,0.25,0.8,0.0
4,16,13,2,0.0,0.25,0.8,0.0
10,14,1,4,0.0,0.29,1.4,1.0
26,8,2,5,0.0,0.8,1.0,1.0
6,4,3,6,1.0,0.14,1.4,0.0
18,12,1,4,0.0,0.21,5.6,0.0
5,18,1,4,0.0,0.21,5.6,0.0
10,5,7,3,0.0,0.21,5.6,0.0
6,14,21,3,0.0,0.21,5.6,0.0
5,16,6,2,0.0,0.08,2.4,0.0
5,9,16,5,0.0,0.08,2.4,0.0
10,13,1,4,0.0,0.5,1.2,0.0
5,18,12,1,0.0,1.0,0.4,1.0
7,11,27,2,0.0,0.33,1.2,0.0
5,15,1,4,0.0,0.14,5.8,0.0
4,9,2,5,0.0,0.14,5.8,1.0
4,10,2,5,0.0,0.14,5.8,0.0
26,7,9,5,0.0,0.14,5.8,0.0
10,8,9,5,0.0,0.14,5.8,0.0
5,11,12,1,0.0,0.14,5.8,0.0
5,7,14,3,0.0,0.14,5.8,1.0
27,8,20,2,0.0,0.14,5.8,0.0
6,12,21,3,0.0,0.14,5.8,0.0
5,12,28,3,0.0,0.14,5.8,0.0
5,3,4,0,1.0,0.43,4.2,0.0
7,7,25,0,1.0,0.43,4.2,0.0
5,13,10,6,1.0,0.2,1.0,0.0
8,19,17,6,1.0,0.2,1.0,1.0
32,7,2,5,0.0,0.07,2.8,0.0
5,6,4,0,1.0,0.07,2.8,0.0
6,6,5,1,0.0,0.07,2.8,0.0
6,1,22,4,0.0,0.07,2.8,0.0
10,1,1,4,0.0,0.1,2.0,0.0
24,6,28,3,0.0,0.5,0.4,1.0
19,5,1,4,0.0,1.0,0.6,1.0
6,9,19,1,0.0,0.0,0.8,0.0
10,2,28,3,0.0,0.0,0.8,0.0
13,11,12,1,0.0,1.0,0.2,1.0
7,8,28,3,0.0,0.25,0.8,0.0
6,10,1,4,0.0,0.15,5.4,0.0
6,6,2,5,0.0,0.15,5.4,0.0
5,6,5,1,0.0,0.15,5.4,0.0
6,7,28,3,0.0,0.11,1.8,0.0
6,2,1,4,0.0,0.45,4.4,0.0
8,6,3,6,1.0,0.45,4.4,1.0
6,6,3,6,1.0,0.45,4.4,1.0
7,7,3,6,1.0,0.45,4.4,0.0
7,2,1,4,0.0,0.33,1.2,0.0
7,17,2,5,0.0,0.5,0.4,0.0
5,19,1,4,0.0,0.0,1.0,0.0
30,15,2,5,0.0,1.0,0.2,1.0
16,11,17,6,1.0,1.0,0.4,1.0
10,14,19,1,0.0,1.0,0.4,1.0
6,15,3,6,1.0,0.18,2.2,0.0
5,6,14,3,0.0,0.18,2.2,0.0
10,16,25,0,1.0,0.18,2.2,0.0
0,16,25,0,1.0,0.18,2.2,1.0
7,17,28,3,0.0,0.18,2.2,0.0
5,6,3,6,1.0,0.0,0.4,0.0
6,6,4,0,1.0,0.0,0.4,0.0
4,6,12,1,0.0,0.6,1.0,1.0
12,7,12,1,0.0,0.6,1.0,1.0
6,7,12,1,0.0,0.6,1.0,1.0
9,12,12,1,0.0,0.6,1.0,0.0
3,12,12,1,0.0,0.6,1.0,0.0
10,6,4,0,1.0,0.33,0.6,0.0
6,10,24,6,1.0,0.5,0.4,0.0
2,6,1,4,0.0,1.0,0.2,1.0
2,6,11,0,1.0,0.25,4.8,0.0
6,13,13,2,0.0,0.25,4.8,0.0
7,14,15,4,0.0,0.25,4.8,0.0
5,7,23,5,0.0,0.25,4.8,0.0
27,7,23,5,0.0,0.25,4.8,1.0
4,9,23,5,0.0,0.25,4.8,0.0
5,10,23,5,0.0,0.25,4.8,0.0
10,4,24,6,1.0,0.25,4.8,0.0
14,15,1,4,0.0,0.12,9.6,0.0
6,7,4,0,1.0,0.12,9.6,0.0
5,13,4,0,1.0,0.12,9.6,0.0
12,3,7,3,0.0,0.12,9.6,0.0
23,6,8,4,0.0,0.12,9.6,1.0
6,6,8,4,0.0,0.12,9.6,1.0
1,6,8,4,0.0,0.12,9.6,1.0
4,5,14,3,0.0,0.12,9.6,0.0
28,5,24,6,1.0,0.12,9.6,0.0
5,6,24,6,1.0,0.12,9.6,0.0
5,5,25,0,1.0,0.12,9.6,0.0
6,9,26,1,0.0,0.12,9.6,0.0
5,17,26,1,0.0,0.12,9.6,0.0
12,11,16,5,0.0,1.0,0.2,1.0
9,16,27,2,0.0,1.0,0.2,1.0
20,6,2,5,0.0,1.0,0.8,1.0
6,13,27,2,0.0,0.21,2.8,0.0
12,13,27,2,0.0,0.21,2.8,0.0
32,4,21,3,0.0,0.12,4.8,1.0
0,12,21,3,0.0,0.12,4.8,0.0
11,11,22,4,0.0,0.12,4.8,1.0
10,14,22,4,0.0,0.12,4.8,0.0
4,14,22,4,0.0,0.12,4.8,0.0
1,15,22,4,0.0,0.12,4.8,0.0
10,15,22,4,0.0,0.12,4.8,0.0
4,15,22,4,0.0,0.12,4.8,0.0
11,1,23,5,0.0,0.12,4.8,0.0
5,5,23,5,0.0,0.12,4.8,0.0
5,7,23,5,0.0,0.12,4.8,0.0
9,8,23,5,0.0,0.12,4.8,0.0
6,13,23,5,0.0,0.12,4.8,0.0
2,8,24,6,1.0,0.12,4.8,0.0
6,15,26,1,0.0,0.12,4.8,0.0
6,3,27,2,0.0,0.12,4.8,0.0
7,16,1,4,0.0,0.33,2.4,0.0
11,4,22,4,0.0,0.33,2.4,1.0
1,4,2,5,0.0,0.33,1.8,0.0
19,6,6,2,0.0,0.5,2.0,1.0
8,6,6,2,0.0,0.5,2.0,1.0
12,12,8,4,0.0,0.5,2.0,1.0
6,9,24,6,1.0,0.0,0.4,0.0
5,12,13,2,0.0,0.4,1.0,0.0
14,2,2,5,0.0,0.4,2.0,0.0
12,3,3,6,1.0,0.4,2.0,0.0
5,11,1,4,0.0,0.0,2.6,0.0
5,12,1,4,0.0,0.0,2.6,0.0
5,12,10,6,1.0,0.0,2.6,0.0
5,5,20,2,0.0,0.0,2.6,0.0
5,14,28,3,0.0,0.0,2.6,0.0
7,12,6,2,0.0,0.18,2.2,0.0
6,9,27,2,0.0,0.18,2.2,0.0
8,9,27,2,0.0,0.18,2.2,0.0
27,14,22,4,0.0,0.17,1.2,0.0
17,2,26,1,0.0,0.17,1.2,0.0
15,1,27,2,0.0,0.17,1.2,0.0
23,13,28,3,0.0,1.0,0.6,1.0
27,8,2,5,0.0,1.0,0.4,1.0
8,14,24,6,1.0,1.0,0.4,1.0
16,7,19,1,0.0,0.71,1.4,1.0
5,8,19,1,0.0,0.71,1.4,0.0
12,12,25,0,1.0,0.71,1.4,1.0
8,12,25,0,1.0,0.71,1.4,1.0
7,13,25,0,1.0,0.71,1.4,1.0
6,11,2,5,0.0,0.0,1.0,0.0
8,5,12,1,0.0,0.08,2.4,0.0
8,2,2,5,0.0,0.38,1.6,0.0
21,13,27,2,0.0,0.38,1.6,1.0
5,11,7,3,0.0,0.33,0.6,1.0
10,10,8,4,0.0,0.33,0.6,0.0
5,20,10,6,1.0,1.0,0.2,1.0
5,12,24,6,1.0,0.0,1.8,0.0
7,12,28,3,0.0,0.0,1.8,0.0
20,7,17,6,1.0,1.0,0.2,1.0
6,10,23,5,0.0,0.12,8.6,0.0
10,15,23,5,0.0,0.12,8.6,0.0
6,9,24,6,1.0,0.12,8.6,0.0
25,13,24,6,1.0,0.12,8.6,1.0
1,14,24,6,1.0,0.12,8.6,1.0
9,15,24,6,1.0,0.12,8.6,0.0
5,15,24,6,1.0,0.12,8.6,1.0
6,6,27,2,0.0,0.12,8.6,0.0
10,12,27,2,0.0,0.12,8.6,1.0
5,17,14,3,0.0,1.0,0.2,1.0
5,9,7,3,0.0,0.12,3.4,0.0
4,18,19,1,0.0,0.12,3.4,0.0
12,19,19,1,0.0,0.12,3.4,0.0
5,13,20,2,0.0,0.12,3.4,0.0
6,8,22,4,0.0,0.12,3.4,0.0
5,4,28,3,0.0,0.12,3.4,0.0
6,14,28,3,0.0,0.12,3.4,0.0
8,15,28,3,0.0,0.12,3.4,0.0
5,15,28,3,0.0,0.12,3.4,0.0
11,5,2,5,0.0,0.5,0.4,1.0
8,3,17,6,1.0,1.0,0.2,1.0
8,5,17,6,1.0,1.0,0.2,1.0
7,5,22,4,0.0,1.0,0.4,1.0
7,16,6,2,0.0,1.0,0.8,1.0
5,19,12,1,0.0,1.0,0.8,1.0
15,19,12,1,0.0,1.0,0.8,1.0
10,17,14,3,0.0,1.0,0.8,1.0
12,5,26,1,0.0,0.11,1.8,0.0
9,16,17,6,1.0,1.0,0.2,1.0
13,6,24,6,1.0,0.17,1.2,0.0
11,8,1,4,0.0,0.08,13.2,0.0
7,9,1,4,0.0,0.08,13.2,0.0
37,16,1,4,0.0,0.08,13.2,1.0
6,8,2,5,0.0,0.08,13.2,0.0
10,10,2,5,0.0,0.08,13.2,0.0
8,5,6,2,0.0,0.08,13.2,0.0
5,6,8,4,0.0,0.08,13.2,0.0
6,6,15,4,0.0,0.08,13.2,0.0
7,7,16,5,0.0,0.08,13.2,0.0
5,10,23,5,0.0,0.08,13.2,0.0
13,3,27,2,0.0,0.0,1.2,0.0
6,6,13,2,0.0,1.0,0.2,1.0
5,17,2,5,0.0,0.32,3.8,1.0
5,5,3,6,1.0,0.32,3.8,0.0
5,6,3,6,1.0,0.32,3.8,1.0
16,9,12,1,0.0,0.32,3.8,1.0
6,5,2,5,0.0,0.12,4.8,1.0
2,10,7,3,0.0,0.12,4.8,0.0
5,18,9,5,0.0,0.12,4.8,0.0
22,14,11,0,1.0,0.12,4.8,0.0
6,10,12,1,0.0,0.12,4.8,0.0
12,11,22,4,0.0,0.12,4.8,0.0
14,6,15,4,0.0,1.0,0.6,1.0
10,12,19,1,0.0,1.0,1.2,1.0
4,7,21,3,0.0,1.0,1.2,1.0
7,3,12,1,0.0,0.18,2.2,0.0
4,6,13,2,0.0,0.18,2.2,0.0
4,8,27,2,0.0,0.62,1.6,0.0
11,18,20,2,0.0,0.5,0.4,1.0
6,1,21,3,0.0,0.5,0.4,0.0
9,17,6,2,0.0,1.0,0.2,1.0
10,16,5,1,0.0,0.5,0.4,1.0
11,4,6,2,0.0,0.5,0.4,0.0
8,3,2,5,0.0,0.0,0.6,0.0
12,3,6,2,0.0,0.0,0.6,0.0
8,6,12,1,0.0,0.0,2.0,0.0
5,4,13,2,0.0,0.0,2.0,0.0
4,5,16,5,0.0,0.0,2.0,0.0
8,8,17,6,1.0,0.0,2.0,0.0
6,2,20,2,0.0,0.25,0.8,0.0
12,16,27,2,0.0,0.33,0.6,0.0
10,9,15,4,0.0,1.0,0.4,1.0
8,6,26,1,0.0,0.6,1.0,0.0
18,16,26,1,0.0,0.6,1.0,1.0
7,7,28,3,0.0,0.6,1.0,1.0
8,5,1,4,0.0,0.29,1.4,0.0
9,5,4,0,1.0,0.29,1.4,0.0
8,12,12,1,0.0,0.29,1.4,1.0
5,8,14,3,0.0,0.67,0.6,1.0
5,8,17,6,1.0,0.67,0.6,1.0
5,7,23,5,0.0,0.67,0.6,0.0
10,3,1,4,0.0,0.0,0.4,0.0
28,17,3,6,1.0,0.0,0.4,0.0
11,2,4,0,1.0,0.17,1.2,0.0
11,11,25,0,1.0,0.17,1.2,0.0
7,8,1,4,0.0,0.33,1.8,0.0
17,6,2,5,0.0,0.33,1.8,0.0
2,10,6,2,0.0,0.33,1.8,0.0
8,8,14,3,0.0,1.0,0.2,1.0
17,1,13,2,0.0,1.0,0.2,1.0
8,9,28,3,0.0,0.2,1.0,0.0
5,14,5,1,0.0,1.0,1.2,1.0
10,1,8,4,0.0,1.0,1.2,1.0
2,6,14,3,0.0,0.2,1.0,0.0
5,8,15,4,0.0,0.2,1.0,0.0
11,9,2,5,0.0,0.63,3.8,0.0
6,5,9,5,0.0,0.63,3.8,1.0
6,8,26,1,0.0,0.63,3.8,1.0
5,9,26,1,0.0,0.63,3.8,1.0
6,11,26,1,0.0,0.63,3.8,0.0
6,7,31,6,1.0,0.63,3.8,0.0
1,16,31,6,1.0,0.63,3.8,1.0
5,16,7,3,0.0,0.33,1.2,0.0
5,16,9,5,0.0,0.33,1.2,0.0
50,10,18,0,1.0,0.29,1.4,1.0
6,13,18,0,1.0,0.29,1.4,0.0
7,15,14,3,0.0,0.73,2.2,0.0
6,2,28,3,0.0,1.0,1.2,1.0
12,9,19,1,0.0,0.0,0.6,0.0
5,5,28,3,0.0,0.5,0.4,1.0
7,7,28,3,0.0,0.5,0.4,0.0
19,14,8,4,0.0,0.35,4.6,1.0
5,15,8,4,0.0,0.35,4.6,0.0
5,16,8,4,0.0,0.35,4.6,0.0
30,6,27,2,0.0,0.35,4.6,1.0
5,6,27,2,0.0,0.35,4.6,0.0
5,7,27,2,0.0,0.35,4.6,0.0
5,7,27,2,0.0,0.35,4.6,0.0
5,7,29,4,0.0,0.35,4.6,0.0
6,5,30,5,0.0,0.71,1.4,0.0
7,12,5,1,0.0,0.12,1.6,0.0
18,4,2,5,0.0,0.5,0.8,1.0
21,3,23,5,0.0,0.5,0.8,1.0
11,2,26,1,0.0,0.5,0.8,0.0
11,6,31,6,1.0,0.5,0.8,0.0
5,16,5,1,0.0,0.0,0.2,0.0
5,4,18,0,1.0,0.0,0.2,0.0
21,4,2,5,0.0,0.86,1.4,1.0
19,4,3,6,1.0,0.86,1.4,1.0
15,9,3,6,1.0,0.86,1.4,1.0
6,12,3,6,1.0,0.86,1.4,1.0
7,2,4,0,1.0,0.86,1.4,0.0
6,7,29,4,0.0,0.86,1.4,1.0
5,7,29,4,0.0,0.86,1.4,1.0
5,8,2,5,0.0,0.33,0.6,1.0
5,9,2,5,0.0,0.33,0.6,0.0
11,10,2,5,0.0,0.33,0.6,0.0
20,16,27,2,0.0,0.5,0.4,1.0
14,10,17,6,1.0,1.0,0.4,1.0
11,7,3,6,1.0,0.1,2.0,0.0
6,7,8,4,0.0,0.1,2.0,1.0
7,11,8,4,0.0,0.1,2.0,0.0
10,13,23,5,0.0,0.1,2.0,0.0
11,2,1,4,0.0,0.43,1.4,0.0
30,11,10,6,1.0,0.43,1.4,1.0
8,5,11,0,1.0,0.43,1.4,0.0
15,5,11,0,1.0,0.43,1.4,0.0
18,15,27,2,0.0,0.43,1.4,1.0
16,14,28,3,0.0,0.43,1.4,0.0
9,12,26,1,0.0,0.33,0.6,1.0
7,14,26,1,0.0,0.33,0.6,0.0
6,5,3,6,1.0,1.0,1.8,1.0
7,2,29,4,0.0,1.0,1.8,1.0
7,3,1,4,0.0,0.29,8.4,0.0
7,4,2,5,0.0,0.29,8.4,0.0
7,5,2,5,0.0,0.29,8.4,0.0
7,10,2,5,0.0,0.29,8.4,1.0
7,5,3,6,1.0,0.29,8.4,0.0
7,4,5,1,0.0,0.29,8.4,0.0
7,16,6,2,0.0,0.29,8.4,0.0
7,7,8,4,0.0,0.29,8.4,1.0
7,7,8,4,0.0,0.29,8.4,0.0
7,5,17,6,1.0,0.29,8.4,1.0
7,6,17,6,1.0,0.29,8.4,0.0
7,11,18,0,1.0,0.29,8.4,1.0
7,11,18,0,1.0,0.29,8.4,1.0
7,13,18,0,1.0,0.29,8.4,0.0
7,14,19,1,0.0,0.29,8.4,0.0
7,11,20,2,0.0,0.29,8.4,0.0
7,12,28,3,0.0,0.29,8.4,1.0
6,16,28,3,0.0,1.0,0.2,1.0
7,2,1,4,0.0,0.3,2.0,0.0
6,7,22,4,0.0,0.3,2.0,0.0
12,14,29,4,0.0,0.3,2.0,0.0
12,10,6,2,0.0,0.27,3.0,0.0
6,8,9,5,0.0,0.27,3.0,0.0
5,8,9,5,0.0,0.27,3.0,0.0
10,6,20,2,0.0,0.27,3.0,0.0
8,10,21,3,0.0,0.27,3.0,0.0
7,3,24,6,1.0,0.27,3.0,0.0
6,4,25,0,1.0,0.27,3.0,0.0
12,6,5,1,0.0,0.5,2.8,0.0
17,2,8,4,0.0,0.5,2.8,1.0
4,3,8,4,0.0,0.5,2.8,0.0
6,17,8,4,0.0,0.5,2.8,1.0
7,17,8,4,0.0,0.5,2.8,0.0
23,10,8,4,0.0,0.0,0.6,0.0
5,3,22,4,0.0,0.0,0.6,0.0
11,13,5,1,0.0,1.0,2.8,1.0
17,13,31,6,1.0,1.0,2.8,1.0
16,14,31,6,1.0,1.0,2.8,1.0
5,8,9,5,0.0,0.43,1.4,0.0
18,12,6,2,0.0,1.0,0.2,1.0
23,17,19,1,0.0,1.0,0.2,1.0
9,6,3,6,1.0,0.31,2.6,0.0
8,15,3,6,1.0,0.31,2.6,0.0
7,3,4,0,1.0,0.31,2.6,0.0
7,4,5,1,0.0,0.31,2.6,0.0
18,16,27,2,0.0,0.31,2.6,1.0
6,17,27,2,0.0,0.31,2.6,0.0
8,4,8,4,0.0,0.33,0.6,0.0
27,3,4,0,1.0,0.4,2.0,0.0
25,7,14,3,0.0,1.0,0.4,1.0
6,11,15,4,0.0,1.0,0.4,1.0
7,8,3,6,1.0,0.29,2.8,0.0
11,11,6,2,0.0,0.29,2.8,0.0
7,12,6,2,0.0,0.29,2.8,1.0
6,15,6,2,0.0,0.29,2.8,1.0
14,15,20,2,0.0,0.29,2.8,0.0
7,13,24,6,1.0,0.29,2.8,0.0
11,6,7,3,0.0,0.14,2.8,0.0
13,4,19,1,0.0,0.14,2.8,0.0
21,11,27,2,0.0,0.14,2.8,0.0
12,14,25,0,1.0,0.5,0.4,1.0
8,14,25,0,1.0,0.5,0.4,0.0
6,14,2,5,0.0,0.09,8.8,0.0
8,12,4,0,1.0,0.09,8.8,0.0
7,4,5,1,0.0,0.09,8.8,1.0
8,9,5,1,0.0,0.09,8.8,0.0
18,5,6,2,0.0,0.09,8.8,0.0
7,14,11,0,1.0,0.09,8.8,0.0
8,18,11,0,1.0,0.09,8.8,0.0
51,19,11,0,1.0,0.09,8.8,0.0
8,4,12,1,0.0,0.09,8.8,0.0
9,9,16,5,0.0,0.09,8.8,0.0
8,17,16,5,0.0,0.09,8.8,0.0
8,19,16,5,0.0,0.09,8.8,0.0
18,9,24,6,1.0,0.09,8.8,0.0
8,13,25,0,1.0,0.09,8.8,0.0
10,13,29,4,0.0,0.09,8.8,0.0
13,6,31,6,1.0,0.09,8.8,0.0
13,7,22,4,0.0,0.0,0.6,0.0
2,13,27,2,0.0,0.0,0.6,0.0
14,12,2,5,0.0,0.1,2.0,0.0
7,12,16,5,0.0,0.1,2.0,0.0
7,3,17,6,1.0,0.1,2.0,0.0
7,17,22,4,0.0,0.1,2.0,0.0
7,6,31,6,1.0,0.1,2.0,0.0
12,3,6,2,0.0,0.05,4.4,0.0
12,8,7,3,0.0,0.05,4.4,0.0
30,2,9,5,0.0,0.5,0.4,1.0
6,19,24,6,1.0,0.5,0.4,0.0
12,8,18,0,1.0,1.0,0.2,1.0
10,18,13,2,0.0,0.11,1.8,0.0
10,15,25,0,1.0,0.11,1.8,0.0
8,7,31,6,1.0,0.11,1.8,0.0
9,14,29,4,0.0,1.0,0.2,1.0
17,15,15,4,0.0,0.8,1.0,1.0
38,13,9,5,0.0,1.0,0.8,1.0
11,8,10,6,1.0,1.0,0.8,1.0
6,15,17,6,1.0,1.0,0.8,1.0
8,18,17,6,1.0,1.0,0.8,1.0
12,15,13,2,0.0,0.33,0.6,1.0
17,8,16,5,0.0,0.33,0.6,0.0
8,12,9,5,0.0,1.0,0.2,1.0
22,5,14,3,0.0,0.25,3.2,1.0
19,18,15,4,0.0,0.25,3.2,0.0
9,15,6,2,0.0,1.0,0.2,1.0
7,15,25,0,1.0,1.0,0.2,1.0
11,8,9,5,0.0,0.2,1.0,0.0
6,9,9,5,0.0,0.2,1.0,0.0
13,2,8,4,0.0,0.16,3.8,1.0
12,12,12,1,0.0,0.16,3.8,0.0
13,14,12,1,0.0,0.16,3.8,0.0
7,4,13,2,0.0,0.16,3.8,0.0
20,5,13,2,0.0,0.16,3.8,0.0
13,7,14,3,0.0,0.16,3.8,0.0
1,8,14,3,0.0,0.16,3.8,0.0
8,9,14,3,0.0,0.16,3.8,0.0
2,12,16,5,0.0,0.16,3.8,0.0
7,12,22,4,0.0,0.16,3.8,0.0
9,12,27,2,0.0,0.16,3.8,0.0
9,1,30,5,0.0,0.16,3.8,0.0
49,8,6,2,0.0,1.0,0.2,1.0
10,4,2,5,0.0,0.6,1.0,0.0
7,8,4,0,1.0,0.12,3.2,0.0
15,13,5,1,0.0,0.12,3.2,1.0
6,18,5,1,0.0,0.12,3.2,0.0
6,15,7,3,0.0,0.12,3.2,0.0
6,18,19,1,0.0,0.12,3.2,0.0
7,16,20,2,0.0,0.12,3.2,0.0
7,10,24,6,1.0,0.12,3.2,0.0
7,5,31,6,1.0,0.12,3.2,0.0
4,16,28,3,0.0,0.0,0.2,0.0
8,15,3,6,1.0,0.29,1.4,0.0
7,6,9,5,0.0,0.29,1.4,0.0
11,9,31,6,1.0,0.29,1.4,0.0
12,6,2,5,0.0,0.0,5.2,0.0
11,11,16,5,0.0,0.0,5.2,0.0
21,11,24,6,1.0,0.0,5.2,0.0
21,2,27,2,0.0,0.0,5.2,0.0
5,10,7,3,0.0,0.0,0.2,0.0
5,7,12,1,0.0,0.12,1.6,0.0
6,7,28,3,0.0,0.12,1.6,0.0
8,5,2,5,0.0,0.44,1.8,1.0
5,6,2,5,0.0,0.44,1.8,0.0
6,20,4,0,1.0,0.44,1.8,0.0
5,21,4,0,1.0,0.44,1.8,0.0
