Steps_Before,Hour,Date,DOW,Is_Weekend,Abandon_Ratio,Avg_Sess_Per_Month,Is_AB
6,12,11,0,1.0,0.44,1.8,0.0
14,9,31,6,1.0,0.44,1.8,0.0
6,12,26,1,0.0,0.8,1.0,1.0
9,12,26,1,0.0,0.8,1.0,1.0
1,13,26,1,0.0,0.8,1.0,1.0
6,13,26,1,0.0,0.8,1.0,1.0
10,13,29,4,0.0,0.8,1.0,0.0
6,20,12,1,0.0,0.11,1.8,1.0
11,13,14,3,0.0,0.11,1.8,0.0
6,8,31,6,1.0,0.11,1.8,0.0
5,9,31,6,1.0,0.11,1.8,0.0
6,13,31,6,1.0,0.11,1.8,0.0
51,6,4,0,1.0,0.0,1.8,0.0
7,5,20,2,0.0,0.0,1.8,0.0
6,2,28,3,0.0,0.0,1.8,0.0
7,8,12,1,0.0,0.17,1.2,0.0
12,12,28,3,0.0,0.17,1.2,0.0
13,2,4,0,1.0,0.2,3.0,0.0
8,15,6,2,0.0,0.2,3.0,0.0
6,1,5,1,0.0,0.17,1.2,0.0
6,17,11,0,1.0,0.17,1.2,0.0
13,5,31,6,1.0,0.17,1.2,0.0
15,8,8,4,0.0,0.43,1.4,1.0
11,10,8,4,0.0,0.43,1.4,1.0
7,11,8,4,0.0,0.43,1.4,1.0
7,15,8,4,0.0,0.43,1.4,0.0
7,6,9,5,0.0,0.43,1.4,0.0
7,10,9,5,0.0,0.43,1.4,0.0
7,11,9,5,0.0,0.43,1.4,0.0
11,8,3,6,1.0,0.25,0.8,0.0
10,15,4,0,1.0,0.25,0.8,0.0
11,17,15,4,0.0,0.25,0.8,0.0
8,16,31,6,1.0,0.25,2.4,0.0
7,4,9,5,0.0,0.11,3.8,0.0
7,15,11,0,1.0,0.11,3.8,0.0
7,6,12,1,0.0,0.11,3.8,0.0
7,12,15,4,0.0,0.11,3.8,0.0
8,13,25,0,1.0,0.11,3.8,0.0
7,12,28,3,0.0,0.75,0.8,1.0
11,5,29,4,0.0,0.75,0.8,0.0
7,5,29,4,0.0,0.75,0.8,1.0
9,14,29,4,0.0,0.75,0.8,1.0
11,10,5,1,0.0,0.03,6.2,0.0
5,8,13,2,0.0,0.03,6.2,0.0
7,10,16,5,0.0,0.03,6.2,0.0
7,8,20,2,0.0,0.03,6.2,0.0
5,9,20,2,0.0,0.03,6.2,0.0
10,7,23,5,0.0,0.03,6.2,0.0
6,8,24,6,1.0,0.03,6.2,0.0
7,17,25,0,1.0,0.03,6.2,0.0
7,6,26,1,0.0,0.03,6.2,0.0
6,15,26,1,0.0,0.03,6.2,0.0
7,7,7,3,0.0,1.0,0.2,1.0
15,12,8,4,0.0,1.0,2.0,1.0
13,4,24,6,1.0,1.0,2.0,1.0
5,1,21,3,0.0,0.0,0.8,0.0
7,2,1,4,0.0,0.3,4.0,0.0
11,12,2,5,0.0,0.3,4.0,0.0
11,13,5,1,0.0,0.3,4.0,1.0
13,15,5,1,0.0,0.3,4.0,1.0
6,5,6,2,0.0,0.3,4.0,0.0
6,8,6,2,0.0,0.3,4.0,0.0
7,6,7,3,0.0,0.3,4.0,0.0
10,5,9,5,0.0,0.3,4.0,0.0
5,6,13,2,0.0,0.3,4.0,0.0
11,7,14,3,0.0,0.3,4.0,0.0
12,2,18,0,1.0,0.3,4.0,1.0
16,12,29,4,0.0,0.3,4.0,0.0
7,6,14,3,0.0,0.25,2.4,0.0
7,7,20,2,0.0,0.25,2.4,0.0
26,8,21,3,0.0,0.25,2.4,1.0
7,9,21,3,0.0,0.25,2.4,1.0
6,9,21,3,0.0,0.25,2.4,0.0
6,19,1,4,0.0,0.0,0.6,0.0
7,3,26,1,0.0,0.0,0.6,0.0
6,14,31,6,1.0,0.0,0.6,0.0
14,2,3,6,1.0,0.17,1.2,0.0
11,18,13,2,0.0,0.17,1.2,0.0
13,5,25,0,1.0,0.17,1.2,0.0
6,5,31,6,1.0,0.17,1.2,0.0
8,6,3,6,1.0,1.0,0.2,1.0
16,12,2,5,0.0,0.24,5.8,0.0
16,8,14,3,0.0,0.24,5.8,0.0
14,7,15,4,0.0,0.24,5.8,0.0
15,4,19,1,0.0,0.24,5.8,0.0
56,4,21,3,0.0,0.24,5.8,1.0
11,6,27,2,0.0,0.24,5.8,0.0
22,5,28,3,0.0,0.24,5.8,0.0
24,3,20,2,0.0,1.0,0.6,1.0
11,3,20,2,0.0,1.0,0.6,1.0
7,9,20,2,0.0,1.0,0.6,1.0
7,7,9,5,0.0,0.08,2.4,0.0
5,8,24,6,1.0,0.08,2.4,0.0
15,8,3,6,1.0,1.0,0.6,1.0
20,19,3,6,1.0,1.0,0.6,1.0
6,18,6,2,0.0,1.0,0.6,1.0
8,5,27,2,0.0,0.0,0.6,0.0
7,6,27,2,0.0,0.0,0.6,0.0
0,6,1,4,0.0,0.36,4.4,1.0
10,9,8,4,0.0,0.36,4.4,1.0
12,13,8,4,0.0,0.36,4.4,0.0
8,13,20,2,0.0,0.75,0.8,1.0
19,16,27,2,0.0,1.0,0.2,1.0
9,7,25,0,1.0,1.0,0.4,1.0
6,8,12,1,0.0,0.38,1.6,1.0
11,9,17,6,1.0,0.38,1.6,0.0
10,13,13,2,0.0,0.0,2.4,0.0
26,12,19,1,0.0,1.0,0.2,1.0
8,12,14,3,0.0,0.09,4.6,0.0
14,10,19,1,0.0,0.09,4.6,0.0
8,7,26,1,0.0,0.09,4.6,0.0
8,13,29,4,0.0,0.09,4.6,0.0
6,1,13,2,0.0,0.2,1.0,0.0
25,13,28,3,0.0,0.2,1.0,0.0
23,2,4,0,1.0,0.27,5.2,0.0
6,3,22,4,0.0,0.27,5.2,0.0
11,10,6,2,0.0,1.0,0.4,1.0
10,6,2,5,0.0,0.33,1.2,0.0
27,9,20,2,0.0,0.33,1.2,0.0
16,14,29,4,0.0,0.33,1.2,0.0
5,5,12,1,0.0,0.0,0.2,0.0
12,19,9,5,0.0,0.2,1.0,0.0
12,10,11,0,1.0,0.2,1.0,0.0
15,8,26,1,0.0,0.2,1.0,0.0
1,9,6,2,0.0,0.19,3.2,0.0
6,10,6,2,0.0,0.19,3.2,0.0
10,7,10,6,1.0,0.19,3.2,0.0
8,11,10,6,1.0,0.19,3.2,0.0
11,3,11,0,1.0,0.19,3.2,0.0
6,7,12,1,0.0,0.19,3.2,0.0
6,8,26,1,0.0,0.19,3.2,0.0
9,6,10,6,1.0,1.0,0.6,1.0
6,12,22,4,0.0,1.0,0.6,1.0
6,8,31,6,1.0,1.0,0.6,1.0
12,19,22,4,0.0,0.4,1.0,1.0
16,5,23,5,0.0,0.4,1.0,1.0
7,8,23,5,0.0,0.4,1.0,0.0
12,11,23,5,0.0,0.4,1.0,0.0
6,6,25,0,1.0,0.4,1.0,0.0
6,4,30,5,0.0,0.29,1.4,0.0
6,2,14,3,0.0,0.8,1.0,0.0
6,5,12,1,0.0,0.21,5.6,1.0
11,12,12,1,0.0,0.21,5.6,0.0
21,8,13,2,0.0,0.21,5.6,0.0
11,10,13,2,0.0,0.21,5.6,1.0
6,21,13,2,0.0,0.21,5.6,0.0
6,3,14,3,0.0,0.21,5.6,0.0
10,6,14,3,0.0,0.21,5.6,1.0
7,6,14,3,0.0,0.21,5.6,0.0
6,16,14,3,0.0,0.21,5.6,0.0
5,6,15,4,0.0,0.21,5.6,0.0
6,8,15,4,0.0,0.21,5.6,0.0
7,12,22,4,0.0,0.21,5.6,0.0
5,10,4,0,1.0,1.0,0.8,1.0
5,14,12,1,0.0,1.0,0.8,1.0
3,16,21,3,0.0,1.0,0.8,1.0
21,16,6,2,0.0,0.11,1.8,1.0
6,8,7,3,0.0,0.11,1.8,0.0
6,6,9,5,0.0,0.11,1.8,0.0
6,12,13,2,0.0,0.11,1.8,0.0
5,4,14,3,0.0,0.11,1.8,0.0
7,11,14,3,0.0,0.11,1.8,0.0
7,16,18,0,1.0,0.11,1.8,0.0
6,8,22,4,0.0,0.11,1.8,0.0
6,5,23,5,0.0,0.11,1.8,0.0
5,13,5,1,0.0,0.08,2.4,0.0
5,6,7,3,0.0,0.08,2.4,0.0
7,3,15,4,0.0,0.08,2.4,0.0
6,4,15,4,0.0,0.08,2.4,1.0
6,6,15,4,0.0,0.08,2.4,0.0
7,11,29,4,0.0,0.08,2.4,0.0
7,12,31,6,1.0,1.0,0.2,1.0
41,11,19,1,0.0,0.5,1.2,1.0
6,12,19,1,0.0,0.5,1.2,1.0
11,12,19,1,0.0,0.5,1.2,0.0
26,6,30,5,0.0,0.5,1.2,1.0
6,8,30,5,0.0,0.5,1.2,0.0
7,11,5,1,0.0,1.0,0.2,1.0
8,10,7,3,0.0,0.14,5.8,0.0
7,11,12,1,0.0,0.14,5.8,0.0
13,14,12,1,0.0,0.14,5.8,0.0
9,6,13,2,0.0,0.14,5.8,0.0
6,6,24,6,1.0,0.14,5.8,0.0
34,15,21,3,0.0,0.2,1.0,0.0
6,5,22,4,0.0,0.2,1.0,0.0
5,16,5,1,0.0,0.43,4.2,0.0
12,7,31,6,1.0,0.43,4.2,0.0
6,15,8,4,0.0,0.2,1.0,0.0
6,13,28,3,0.0,0.2,1.0,0.0
27,10,7,3,0.0,0.2,1.0,0.0
10,7,10,6,1.0,0.2,1.0,0.0
5,14,28,3,0.0,0.2,1.0,0.0
28,6,3,6,1.0,0.07,2.8,0.0
6,16,4,0,1.0,0.07,2.8,1.0
6,6,24,6,1.0,0.07,2.8,0.0
11,1,27,2,0.0,0.07,2.8,0.0
7,4,1,4,0.0,0.1,2.0,0.0
6,5,24,6,1.0,0.1,2.0,0.0
5,1,2,5,0.0,0.5,0.4,0.0
2,7,2,5,0.0,0.0,0.4,0.0
12,3,9,5,0.0,0.0,0.8,0.0
11,12,20,2,0.0,0.0,0.8,0.0
7,3,25,0,1.0,1.0,0.4,1.0
6,3,25,0,1.0,1.0,0.4,1.0
7,0,6,2,0.0,0.0,0.8,0.0
7,1,10,6,1.0,0.0,0.8,0.0
11,1,30,5,0.0,0.0,0.8,0.0
4,1,30,5,0.0,0.0,0.8,0.0
16,9,10,6,1.0,0.25,0.8,0.0
8,14,26,1,0.0,0.25,0.8,1.0
11,18,28,3,0.0,0.25,0.8,0.0
56,4,6,2,0.0,0.15,5.4,1.0
6,8,6,2,0.0,0.15,5.4,0.0
16,23,7,3,0.0,0.15,5.4,0.0
5,8,8,4,0.0,0.15,5.4,0.0
6,6,13,2,0.0,0.15,5.4,0.0
6,14,25,0,1.0,0.15,5.4,0.0
11,9,21,3,0.0,0.42,2.4,1.0
7,5,25,0,1.0,0.42,2.4,1.0
16,5,25,0,1.0,0.42,2.4,1.0
7,13,25,0,1.0,0.42,2.4,0.0
7,4,26,1,0.0,0.42,2.4,0.0
7,8,26,1,0.0,0.42,2.4,0.0
9,9,26,1,0.0,0.42,2.4,0.0
30,2,28,3,0.0,0.42,2.4,1.0
7,3,28,3,0.0,0.42,2.4,0.0
7,7,28,3,0.0,0.42,2.4,0.0
9,11,29,4,0.0,0.42,2.4,1.0
11,14,29,4,0.0,0.42,2.4,0.0
8,3,1,4,0.0,0.45,4.4,0.0
3,5,1,4,0.0,0.45,4.4,0.0
8,14,5,1,0.0,0.45,4.4,0.0
8,15,7,3,0.0,0.45,4.4,0.0
8,16,16,5,0.0,0.45,4.4,1.0
8,17,16,5,0.0,0.45,4.4,0.0
8,5,28,3,0.0,0.45,4.4,1.0
8,6,28,3,0.0,0.45,4.4,0.0
8,17,29,4,0.0,0.45,4.4,0.0
24,6,31,6,1.0,0.44,1.8,1.0
6,6,31,6,1.0,0.44,1.8,1.0
11,4,21,3,0.0,0.0,1.0,0.0
46,15,28,3,0.0,0.0,1.0,0.0
4,16,6,2,0.0,0.18,2.2,0.0
6,7,30,5,0.0,1.0,0.6,1.0
6,7,30,5,0.0,1.0,0.6,1.0
5,7,30,5,0.0,1.0,0.6,1.0
6,12,30,5,0.0,1.0,0.2,1.0
3,13,3,6,1.0,0.33,0.6,0.0
20,13,3,6,1.0,0.33,0.6,1.0
10,5,7,3,0.0,0.25,4.8,0.0
6,4,13,2,0.0,0.25,4.8,1.0
4,5,26,1,0.0,0.0,0.2,0.0
30,12,9,5,0.0,1.0,0.2,1.0
8,5,3,6,1.0,0.12,9.6,0.0
5,13,4,0,1.0,0.12,9.6,0.0
5,8,5,1,0.0,0.12,9.6,0.0
7,2,14,3,0.0,0.12,9.6,0.0
7,4,21,3,0.0,0.12,9.6,0.0
7,16,21,3,0.0,0.12,9.6,0.0
13,14,24,6,1.0,0.12,9.6,0.0
6,18,24,6,1.0,0.12,9.6,0.0
7,19,27,2,0.0,0.12,9.6,0.0
8,6,28,3,0.0,0.12,9.6,0.0
16,2,30,5,0.0,0.12,9.6,0.0
6,8,30,5,0.0,0.12,9.6,1.0
7,7,31,6,1.0,0.12,9.6,0.0
11,7,31,6,1.0,0.12,9.6,1.0
7,10,31,6,1.0,0.12,9.6,0.0
12,6,15,4,0.0,1.0,0.8,1.0
13,19,28,3,0.0,0.0,0.4,0.0
3,13,30,5,0.0,0.0,0.4,0.0
8,7,19,1,0.0,0.75,0.8,1.0
23,14,11,0,1.0,1.0,0.2,1.0
8,13,18,0,1.0,0.21,2.8,0.0
7,11,22,4,0.0,0.21,2.8,0.0
12,14,27,2,0.0,0.21,2.8,1.0
6,16,27,2,0.0,0.21,2.8,0.0
14,5,9,5,0.0,1.0,0.2,1.0
6,12,19,1,0.0,0.12,4.8,0.0
2,12,19,1,0.0,0.12,4.8,0.0
6,7,20,2,0.0,0.12,4.8,0.0
5,2,22,4,0.0,0.12,4.8,0.0
6,10,24,6,1.0,0.12,4.8,0.0
6,11,24,6,1.0,0.12,4.8,0.0
25,17,31,6,1.0,0.12,4.8,1.0
3,17,31,6,1.0,0.12,4.8,0.0
7,7,15,4,0.0,1.0,0.2,1.0
23,1,8,4,0.0,1.0,0.2,1.0
18,5,16,5,0.0,0.33,2.4,0.0
7,6,16,5,0.0,0.33,2.4,0.0
17,8,5,1,0.0,0.5,2.0,0.0
7,6,6,2,0.0,0.5,2.0,1.0
14,10,10,6,1.0,0.5,2.0,0.0
7,6,18,0,1.0,0.5,2.0,0.0
6,6,18,0,1.0,0.5,2.0,0.0
7,0,28,3,0.0,0.5,2.0,1.0
6,8,30,5,0.0,0.5,2.0,0.0
10,13,15,4,0.0,1.0,0.2,1.0
21,13,8,4,0.0,0.67,0.6,1.0
24,17,8,4,0.0,0.67,0.6,0.0
16,2,9,5,0.0,0.67,0.6,1.0
5,14,5,1,0.0,0.4,2.0,1.0
7,3,7,3,0.0,0.4,2.0,1.0
21,3,7,3,0.0,0.4,2.0,1.0
6,1,10,6,1.0,0.4,2.0,0.0
37,2,10,6,1.0,0.4,2.0,1.0
18,2,13,2,0.0,0.4,2.0,0.0
11,2,13,2,0.0,0.4,2.0,0.0
6,9,28,3,0.0,0.0,2.6,0.0
6,13,29,4,0.0,0.0,2.6,0.0
5,10,31,6,1.0,0.0,2.6,0.0
3,7,25,0,1.0,0.18,2.2,0.0
6,9,18,0,1.0,0.17,1.2,1.0
13,3,23,5,0.0,0.17,1.2,0.0
13,10,29,4,0.0,1.0,0.6,1.0
4,10,29,4,0.0,1.0,0.6,1.0
7,3,12,1,0.0,0.71,1.4,0.0
11,12,26,1,0.0,0.08,2.4,0.0
6,8,27,2,0.0,0.08,2.4,0.0
6,16,28,3,0.0,0.08,2.4,0.0
58,9,31,6,1.0,0.0,0.2,0.0
17,7,29,4,0.0,1.0,0.2,1.0
24,12,5,1,0.0,0.38,1.6,0.0
10,2,9,5,0.0,0.38,1.6,0.0
8,4,28,3,0.0,0.0,0.6,0.0
11,4,12,1,0.0,0.33,0.6,0.0
6,7,24,6,1.0,0.0,1.8,0.0
17,9,22,4,0.0,0.0,0.2,0.0
14,10,31,6,1.0,1.0,0.2,1.0
8,20,2,5,0.0,0.12,8.6,0.0
11,8,5,1,0.0,0.12,8.6,0.0
3,0,6,2,0.0,0.12,8.6,0.0
5,1,6,2,0.0,0.12,8.6,0.0
6,3,6,2,0.0,0.12,8.6,0.0
5,5,6,2,0.0,0.12,8.6,0.0
6,11,6,2,0.0,0.12,8.6,0.0
6,2,7,3,0.0,0.12,8.6,0.0
6,19,9,5,0.0,0.12,8.6,0.0
3,14,10,6,1.0,0.12,8.6,0.0
10,8,12,1,0.0,0.12,8.6,0.0
5,11,12,1,0.0,0.12,8.6,0.0
6,14,12,1,0.0,0.12,8.6,0.0
11,14,14,3,0.0,0.12,8.6,0.0
6,12,15,4,0.0,0.12,8.6,0.0
16,17,15,4,0.0,0.12,8.6,0.0
8,13,18,0,1.0,0.12,8.6,0.0
7,10,21,3,0.0,0.12,8.6,1.0
7,16,23,5,0.0,0.12,8.6,0.0
6,10,26,1,0.0,0.12,8.6,0.0
5,7,27,2,0.0,0.12,8.6,0.0
6,9,27,2,0.0,0.12,8.6,0.0
7,13,29,4,0.0,0.12,8.6,0.0
5,12,31,6,1.0,0.12,8.6,0.0
6,10,16,5,0.0,0.33,1.2,1.0
7,10,16,5,0.0,0.33,1.2,1.0
6,15,16,5,0.0,0.33,1.2,0.0
8,9,17,6,1.0,0.33,1.2,0.0
6,16,17,6,1.0,0.33,1.2,0.0
11,16,31,6,1.0,0.33,1.2,0.0
8,10,28,3,0.0,1.0,0.2,1.0
8,11,14,3,0.0,0.12,3.4,0.0
6,12,25,0,1.0,0.12,3.4,0.0
18,17,28,3,0.0,0.12,3.4,1.0
14,10,14,3,0.0,1.0,0.2,1.0
7,4,2,5,0.0,0.5,0.4,0.0
22,14,4,0,1.0,0.75,0.8,1.0
16,6,9,5,0.0,0.75,0.8,1.0
5,5,4,0,1.0,0.4,2.0,0.0
19,14,5,1,0.0,0.62,2.6,1.0
19,5,8,4,0.0,0.62,2.6,1.0
11,4,9,5,0.0,0.62,2.6,0.0
11,6,9,5,0.0,0.62,2.6,1.0
11,6,9,5,0.0,0.62,2.6,1.0
11,7,9,5,0.0,0.62,2.6,0.0
26,7,9,5,0.0,0.62,2.6,0.0
18,5,10,6,1.0,0.62,2.6,1.0
11,13,18,0,1.0,0.62,2.6,0.0
11,7,4,0,1.0,0.11,1.8,0.0
10,10,13,2,0.0,0.11,1.8,0.0
6,6,27,2,0.0,0.11,1.8,0.0
7,12,2,5,0.0,0.0,0.4,0.0
12,17,24,6,1.0,0.0,0.4,0.0
7,2,26,1,0.0,1.0,0.4,1.0
13,3,30,5,0.0,1.0,0.4,1.0
13,17,5,1,0.0,0.08,13.2,0.0
34,10,7,3,0.0,0.08,13.2,0.0
8,8,8,4,0.0,0.08,13.2,0.0
5,11,10,6,1.0,0.08,13.2,0.0
13,10,13,2,0.0,0.08,13.2,1.0
22,9,31,6,1.0,0.08,13.2,0.0
6,7,22,4,0.0,1.0,0.4,1.0
13,17,28,3,0.0,1.0,0.4,1.0
7,13,7,3,0.0,0.0,1.2,0.0
7,6,13,2,0.0,0.0,1.2,0.0
8,2,26,1,0.0,1.0,0.2,1.0
6,11,5,1,0.0,0.32,3.8,0.0
6,11,13,2,0.0,0.12,4.8,1.0
14,11,13,2,0.0,0.12,4.8,0.0
3,7,15,4,0.0,0.12,4.8,0.0
2,12,15,4,0.0,0.12,4.8,0.0
7,7,22,4,0.0,0.12,4.8,0.0
3,5,28,3,0.0,0.12,4.8,0.0
5,9,6,2,0.0,0.25,0.8,0.0
6,8,21,3,0.0,0.25,0.8,0.0
7,8,29,4,0.0,0.25,0.8,0.0
19,2,15,4,0.0,1.0,0.2,1.0
6,12,5,1,0.0,1.0,0.8,1.0
6,16,20,2,0.0,1.0,0.8,1.0
8,7,12,1,0.0,1.0,0.6,1.0
9,8,23,5,0.0,1.0,0.6,1.0
17,5,4,0,1.0,1.0,1.2,1.0
7,13,5,1,0.0,1.0,1.2,1.0
6,14,20,2,0.0,1.0,1.2,1.0
6,10,23,5,0.0,1.0,1.2,1.0
6,6,4,0,1.0,0.18,2.2,0.0
6,9,11,0,1.0,0.18,2.2,0.0
57,17,3,6,1.0,0.62,1.6,1.0
33,7,7,3,0.0,0.62,1.6,1.0
19,17,7,3,0.0,0.62,1.6,1.0
18,13,9,5,0.0,0.62,1.6,1.0
4,15,21,3,0.0,0.62,1.6,1.0
8,18,26,1,0.0,0.62,1.6,0.0
8,11,31,6,1.0,0.62,1.6,0.0
5,3,2,5,0.0,0.0,0.6,0.0
8,2,1,4,0.0,0.6,1.0,0.0
15,15,14,3,0.0,0.6,1.0,1.0
7,14,2,5,0.0,0.29,1.4,0.0
40,7,11,0,1.0,1.0,0.2,1.0
36,16,3,6,1.0,1.0,0.2,1.0
7,5,26,1,0.0,0.17,1.2,0.0
11,4,1,4,0.0,1.0,0.8,1.0
6,15,31,6,1.0,1.0,0.8,1.0
12,12,15,4,0.0,0.33,1.8,0.0
7,5,17,6,1.0,0.33,1.8,0.0
6,8,27,2,0.0,0.33,1.8,1.0
5,8,27,2,0.0,0.33,1.8,0.0
9,10,22,4,0.0,0.0,0.2,0.0
15,5,9,5,0.0,0.38,3.2,1.0
15,8,9,5,0.0,0.38,3.2,1.0
13,19,10,6,1.0,0.38,3.2,1.0
12,14,11,0,1.0,0.38,3.2,1.0
7,20,11,0,1.0,0.38,3.2,1.0
11,9,12,1,0.0,0.38,3.2,0.0
5,10,12,1,0.0,0.38,3.2,0.0
11,15,12,1,0.0,0.38,3.2,0.0
7,5,13,2,0.0,0.38,3.2,0.0
6,8,13,2,0.0,0.38,3.2,0.0
15,13,13,2,0.0,0.38,3.2,1.0
49,23,13,2,0.0,0.38,3.2,0.0
6,23,14,3,0.0,0.38,3.2,0.0
14,11,15,4,0.0,0.38,3.2,0.0
12,11,16,5,0.0,0.38,3.2,0.0
12,21,17,6,1.0,0.38,3.2,0.0
20,13,2,5,0.0,0.2,1.0,0.0
7,11,8,4,0.0,0.2,1.0,0.0
6,23,23,5,0.0,1.0,1.2,1.0
13,9,24,6,1.0,1.0,0.2,1.0
6,19,1,4,0.0,0.0,1.0,0.0
5,19,6,2,0.0,0.0,1.0,0.0
11,13,15,4,0.0,0.0,1.0,0.0
